DateTime,"WEAVER_WW10_ACTIVE_POWER","WEAVER_WW12_ACTIVE_POWER","WEAVER_WW14_ACTIVE_POWER","WEAVER_WW15_ACTIVE_POWER","WEAVER_WW2_ACTIVE_POWER","WEAVER_WW3_ACTIVE_POWER","WEAVER_WW5_ACTIVE_POWER","WEAVER_WW6_ACTIVE_POWER","WEAVER_WW7_ACTIVE_POWER","WEAVER_WW8_ACTIVE_POWER"
2021-08-12 00:00:01,0.3645086884498596,0.05454915761947632,1.7901010513305664,0.5088167190551758,0.6234427094459534,0.4745999872684479,0.5838637948036194,0.02447706274688244,0.38877981901168823,0.5145280957221985
2021-08-12 00:14:25,0.3409413695335388,0.05936715379357338,1.9079962968826294,0.5783780813217163,0.6593422293663025,0.49869999289512634,0.6501078009605408,0.026242835447192192,0.4136178195476532,0.5530372858047485
2021-08-12 00:28:49,0.3482029438018799,0.05390205234289169,1.7780505418777466,0.5449007749557495,0.6699333786964417,0.495199978351593,0.5786226391792297,0.025735901668667793,0.4212551414966583,0.5432072877883911
2021-08-12 00:43:13,0.3355197012424469,0.0588960237801075,1.896752119064331,0.6119164824485779,0.6242837905883789,0.47349998354911804,0.6381226778030396,0.02451266720890999,0.38848093152046204,0.5085444450378418
2021-08-12 00:57:37,0.3455720543861389,0.05413449928164482,1.787598729133606,0.5523002743721008,0.6614353656768799,0.4926999807357788,0.6053106784820557,0.026021886616945267,0.3802575469017029,0.5043103694915771
2021-08-12 01:12:01,0.3076021075248718,0.058334045112133026,1.8653942346572876,0.5774878859519958,0.6164911985397339,0.4684000015258789,0.5725849270820618,0.024271085858345032,0.41257157921791077,0.5765663385391235
2021-08-12 01:26:25,0.31293511390686035,0.05387735366821289,1.8711262941360474,0.5737102031707764,0.6129110455513,0.49699997901916504,0.5712524652481079,0.02585483156144619,0.379692018032074,0.49511393904685974
2021-08-12 01:40:49,0.3073921799659729,0.05777790769934654,1.756554126739502,0.5233488082885742,0.6466203927993774,0.4624999761581421,0.6527267694473267,0.024088595062494278,0.4071280062198639,0.5913489460945129
2021-08-12 01:55:13,0.31524527072906494,0.05420972406864166,1.8417550325393677,0.527904212474823,0.641888439655304,0.47999998927116394,0.5549534559249878,0.026336919516324997,0.3872959613800049,0.5375260710716248
2021-08-12 02:09:37,0.3015385568141937,0.06022326275706291,1.7397297620773315,0.48298224806785583,0.5721791982650757,0.4587000012397766,0.6517878770828247,0.024462366476655006,0.3631747364997864,0.49457207322120667
2021-08-12 02:24:01,0.3047213852405548,0.05807743966579437,1.8438661098480225,0.49109020829200745,0.6088360548019409,0.48330000042915344,0.5597410202026367,0.02401912212371826,0.3713077902793884,0.5177194476127625
2021-08-12 02:38:25,0.31318846344947815,0.05418466404080391,1.724969744682312,0.4780447483062744,0.5671348571777344,0.4553000032901764,0.5903700590133667,0.025775518268346786,0.36347925662994385,0.4793909192085266
2021-08-12 02:52:49,0.31342843174934387,0.059814564883708954,1.8531492948532104,0.49753814935684204,0.5744275450706482,0.44829997420310974,0.5890878438949585,0.02405994012951851,0.37375301122665405,0.4848073124885559
2021-08-12 03:07:13,0.3005404770374298,0.05374966561794281,1.716095209121704,0.47783833742141724,0.6052562594413757,0.46959999203681946,0.5596737861633301,0.025940600782632828,0.3618616759777069,0.5223261117935181
2021-08-12 03:21:37,0.3101250231266022,0.05837235227227211,1.7241079807281494,0.499126136302948,0.5732740759849548,0.4712999761104584,0.5821675658226013,0.025884030386805534,0.37688887119293213,0.5284953117370605
2021-08-12 03:36:01,0.30324047803878784,0.05378853902220726,1.846793293952942,0.4753383696079254,0.6054410338401794,0.4503999948501587,0.5623557567596436,0.02415616251528263,0.361268550157547,0.49336227774620056
2021-08-12 03:50:25,0.3078244924545288,0.05404239520430565,1.7526395320892334,0.4805639982223511,0.6036508083343506,0.4439999759197235,0.6003459692001343,0.025769315659999847,0.3731220066547394,0.4886462688446045
2021-08-12 04:04:49,0.3016206920146942,0.05736103653907776,1.8516649007797241,0.5359187126159668,0.5717412829399109,0.469899982213974,0.5624875426292419,0.0244287122040987,0.3598896563053131,0.5409016609191895
2021-08-12 04:19:13,0.3018896281719208,0.058699946850538254,1.7652673721313477,0.5322270393371582,0.605349600315094,0.4514999985694885,0.5592369437217712,0.02553415484726429,0.35757380723953247,0.5507748126983643
