DateTime,Summed Power
2021-08-12 00:00:01,604.919997215271
2021-08-12 00:14:25,631.33997631073
2021-08-12 00:28:49,626.1099843978882
2021-08-12 00:43:13,596.0699844360352
2021-08-12 00:57:37,595.4300003051758
2021-08-12 01:12:01,616.9799737930298
2021-08-12 01:26:25,626.7599935531616
2021-08-12 01:40:49,589.7299747467041
2021-08-12 01:55:13,613.889986038208
2021-08-12 02:09:37,563.1499767303467
2021-08-12 02:24:01,568.6199970245361
2021-08-12 02:38:25,596.809986114502
2021-08-12 02:52:49,578.9600067138672
2021-08-12 03:07:13,600.1599721908569
2021-08-12 03:21:37,600.7399997711182
2021-08-12 03:36:01,586.289981842041
2021-08-12 03:50:25,587.3799905776978
2021-08-12 04:04:49,608.7199783325195
2021-08-12 04:19:13,576.9999980926514
2021-08-12 04:33:37,704.0099725723267
2021-08-12 04:48:01,704.2299747467041
2021-08-12 05:02:25,619.1199893951416
2021-08-12 05:16:49,689.0099849700928
2021-08-12 05:31:13,646.009973526001
2021-08-12 05:45:37,654.2899885177612
2021-08-12 06:00:01,705.8899831771851
2021-08-12 06:14:25,693.4799842834473
2021-08-12 06:28:49,584.6699705123901
2021-08-12 06:43:13,609.4099960327148
2021-08-12 06:57:37,661.0799751281738
2021-08-12 07:12:01,624.7099952697754
2021-08-12 07:26:25,652.1099834442139
2021-08-12 07:40:49,613.2499847412109
2021-08-12 07:55:13,662.8200016021729
2021-08-12 08:09:37,613.8299827575684
2021-08-12 08:24:01,664.8299894332886
2021-08-12 08:38:25,623.3899955749512
2021-08-12 08:52:49,691.4199733734131
2021-08-12 09:07:13,657.8299827575684
2021-08-12 09:21:37,704.729983329773
2021-08-12 09:36:01,661.7099723815918
2021-08-12 09:50:25,703.3899726867676
2021-08-12 10:04:49,685.5799970626831
2021-08-12 10:19:13,677.6199970245361
2021-08-12 10:33:37,701.0799827575684
2021-08-12 10:48:01,652.96999168396
2021-08-12 11:02:25,695.669994354248
2021-08-12 11:16:49,666.8599691390991
2021-08-12 11:31:13,666.1300020217896
2021-08-12 11:45:37,706.0399913787842
2021-08-12 12:00:01,669.189977645874
2021-08-12 12:14:25,713.7899723052979
2021-08-12 12:28:49,679.9999828338623
2021-08-12 12:43:13,710.2800006866455
2021-08-12 12:57:37,724.9799995422363
2021-08-12 13:12:01,649.0599908828735
2021-08-12 13:26:25,678.1199760437012
2021-08-12 13:40:49,645.7799968719482
2021-08-12 13:55:13,656.5899896621704
2021-08-12 14:09:37,616.879997253418
2021-08-12 14:24:01,625.3699913024902
2021-08-12 14:38:25,636.3199892044067
2021-08-12 14:52:49,625.0699977874756
2021-08-12 15:07:13,661.3199949264526
2021-08-12 15:21:37,639.5199737548828
2021-08-12 15:36:01,631.6399745941162
2021-08-12 15:50:25,616.5100011825562
2021-08-12 16:04:49,630.0299949645996
2021-08-12 16:19:13,632.7999782562256
2021-08-12 16:33:37,625.5399990081787
2021-08-12 16:48:01,629.6799802780151
2021-08-12 17:02:25,600.5099687576294
2021-08-12 17:16:49,613.0000009536743
2021-08-12 17:31:13,590.2099876403809
2021-08-12 17:45:37,600.6599884033203
2021-08-12 18:00:01,630.0999794006348
2021-08-12 18:14:25,639.8199987411499
2021-08-12 18:28:49,625.75998878479
2021-08-12 18:43:13,654.7399816513062
2021-08-12 18:57:37,620.399980545044
2021-08-12 19:12:01,615.2699851989746
2021-08-12 19:26:25,647.9999980926514
2021-08-12 19:40:49,653.6899833679199
2021-08-12 19:55:13,612.3299903869629
2021-08-12 20:09:37,638.9599933624268
2021-08-12 20:24:01,607.289981842041
2021-08-12 20:38:25,585.3499927520752
2021-08-12 20:52:49,602.0899801254272
2021-08-12 21:07:13,610.0799884796143
2021-08-12 21:21:37,625.5899839401245
2021-08-12 21:36:01,636.8299970626831
2021-08-12 21:50:25,649.6899824142456
2021-08-12 22:04:49,644.5599966049194
2021-08-12 22:19:13,659.399995803833
2021-08-12 22:33:37,641.3300008773804
2021-08-12 22:48:01,664.0699806213379
2021-08-12 23:02:25,659.0699987411499
2021-08-12 23:16:49,646.129976272583
2021-08-12 23:31:13,639.0099897384644
2021-08-12 23:45:37,664.0799713134766
2021-08-13 00:00:01,648.8699779510498
2021-08-13 00:14:25,638.2299957275391
2021-08-13 00:28:49,654.4799909591675
2021-08-13 00:43:13,633.5799760818481
2021-08-13 00:57:37,652.4799766540527
2021-08-13 01:12:01,621.4499969482422
2021-08-13 01:26:25,627.2299842834473
2021-08-13 01:40:49,615.279993057251
2021-08-13 01:55:13,618.8999814987183
2021-08-13 02:09:37,568.2299766540527
2021-08-13 02:24:01,558.3699836730957
2021-08-13 02:38:25,588.080005645752
2021-08-13 02:52:49,581.9499740600586
2021-08-13 03:07:13,604.3899736404419
2021-08-13 03:21:37,588.8699855804443
2021-08-13 03:36:01,582.4699869155884
2021-08-13 03:50:25,576.2099809646606
2021-08-13 04:04:49,607.0099945068359
2021-08-13 04:19:13,584.639970779419
2021-08-13 04:33:37,611.6100025177002
2021-08-13 04:48:01,589.1199789047241
2021-08-13 05:02:25,624.2599754333496
2021-08-13 05:16:49,628.2399959564209
2021-08-13 05:31:13,558.5999784469604
2021-08-13 05:45:37,565.2299785614014
2021-08-13 06:00:01,661.0199737548828
2021-08-13 06:14:25,645.9999847412109
2021-08-13 06:28:49,613.949969291687
2021-08-13 06:43:13,646.0799989700317
2021-08-13 06:57:37,621.5799770355225
2021-08-13 07:12:01,650.1699857711792
2021-08-13 07:26:25,621.3499984741211
2021-08-13 07:40:49,615.9999704360962
2021-08-13 07:55:13,655.7299900054932
2021-08-13 08:09:37,621.1899833679199
2021-08-13 08:24:01,653.94997215271
2021-08-13 08:38:25,639.2699737548828
2021-08-13 08:52:49,683.1199932098389
2021-08-13 09:07:13,654.4499950408936
2021-08-13 09:21:37,711.9599895477295
2021-08-13 09:36:01,664.2999935150146
2021-08-13 09:50:25,706.9799890518188
2021-08-13 10:04:49,698.2299976348877
2021-08-13 10:19:13,657.6299867630005
2021-08-13 10:33:37,700.099986076355
2021-08-13 10:48:01,661.989990234375
2021-08-13 11:02:25,672.8599700927734
2021-08-13 11:16:49,717.5299940109253
2021-08-13 11:31:13,702.2499713897705
2021-08-13 11:45:37,721.0499954223633
2021-08-13 12:00:01,723.859992980957
2021-08-13 12:14:25,672.3299884796143
2021-08-13 12:28:49,669.149974822998
2021-08-13 12:43:13,620.3599920272827
2021-08-13 12:57:37,617.3299951553345
2021-08-13 13:12:01,651.2499656677246
2021-08-13 13:26:25,654.7899866104126
2021-08-13 13:40:49,628.7499809265137
2021-08-13 13:55:13,621.8199787139893
2021-08-13 14:09:37,640.2999925613403
2021-08-13 14:24:01,631.9599761962891
2021-08-13 14:38:25,652.029990196228
2021-08-13 14:52:49,617.7099933624268
2021-08-13 15:07:13,652.5299730300903
2021-08-13 15:21:37,618.5400037765503
2021-08-13 15:36:01,658.5299968719482
2021-08-13 15:50:25,636.5499820709229
2021-08-13 16:04:49,654.2399826049805
2021-08-13 16:19:13,621.1700010299683
2021-08-13 16:33:37,660.3799800872803
2021-08-13 16:48:01,611.3599796295166
2021-08-13 17:02:25,645.219988822937
2021-08-13 17:16:49,653.049976348877
2021-08-13 17:31:13,602.5199699401855
2021-08-13 17:45:37,645.1799840927124
2021-08-13 18:00:01,595.4399852752686
2021-08-13 18:14:25,655.8899803161621
2021-08-13 18:28:49,586.2199964523315
2021-08-13 18:43:13,593.5799770355225
2021-08-13 18:57:37,647.7899789810181
2021-08-13 19:12:01,642.3799905776978
2021-08-13 19:26:25,698.5600032806396
2021-08-13 19:40:49,675.9799861907959
2021-08-13 19:55:13,696.6399936676025
2021-08-13 20:09:37,695.769998550415
2021-08-13 20:24:01,694.5199756622314
2021-08-13 20:38:25,686.6699962615967
2021-08-13 20:52:49,688.2899856567383
2021-08-13 21:07:13,666.4699897766113
2021-08-13 21:21:37,693.3999967575073
2021-08-13 21:36:01,700.0899753570557
2021-08-13 21:50:25,653.559986114502
2021-08-13 22:04:49,656.4500007629395
2021-08-13 22:19:13,677.6599884033203
2021-08-13 22:33:37,687.2999992370605
2021-08-13 22:48:01,634.0199966430664
2021-08-13 23:02:25,683.0899772644043
2021-08-13 23:16:49,646.579984664917
2021-08-13 23:31:13,656.7400007247925
2021-08-13 23:45:37,638.0799875259399
2021-08-14 00:00:01,636.5599889755249
2021-08-14 00:14:25,660.8599901199341
2021-08-14 00:28:49,669.5899877548218
2021-08-14 00:43:13,637.0699739456177
2021-08-14 00:57:37,626.9999904632568
2021-08-14 01:12:01,680.0799970626831
2021-08-14 01:26:25,636.6899967193604
2021-08-14 01:40:49,662.5099830627441
2021-08-14 01:55:13,665.5699968338013
2021-08-14 02:09:37,593.2699861526489
2021-08-14 02:24:01,591.7899932861328
2021-08-14 02:38:25,622.5799875259399
2021-08-14 02:52:49,626.0099830627441
2021-08-14 03:07:13,593.9999780654907
2021-08-14 03:21:37,599.6099805831909
2021-08-14 03:36:01,647.3899927139282
2021-08-14 03:50:25,612.4299736022949
2021-08-14 04:04:49,648.6899833679199
2021-08-14 04:19:13,635.4999713897705
2021-08-14 04:33:37,572.0599794387817
2021-08-14 04:48:01,563.1999883651733
2021-08-14 05:02:25,547.3999824523926
2021-08-14 05:16:49,557.1499824523926
2021-08-14 05:31:13,557.8599863052368
2021-08-14 05:45:37,551.4399967193604
2021-08-14 06:00:01,577.3099784851074
2021-08-14 06:14:25,574.7099943161011
2021-08-14 06:28:49,563.9099826812744
2021-08-14 06:43:13,557.1099948883057
2021-08-14 06:57:37,578.899995803833
2021-08-14 07:12:01,585.5099830627441
2021-08-14 07:26:25,559.6199951171875
2021-08-14 07:40:49,564.8499965667725
2021-08-14 07:55:13,604.8899850845337
2021-08-14 08:09:37,599.3199844360352
2021-08-14 08:24:01,621.1099758148193
2021-08-14 08:38:25,613.0099859237671
2021-08-14 08:52:49,631.60999584198
2021-08-14 09:07:13,622.60999584198
2021-08-14 09:21:37,654.2699823379517
2021-08-14 09:36:01,658.8199768066406
2021-08-14 09:50:25,643.9399843215942
2021-08-14 10:04:49,627.6699991226196
2021-08-14 10:19:13,665.5799694061279
2021-08-14 10:33:37,657.6999826431274
2021-08-14 10:48:01,625.0400018692017
2021-08-14 11:02:25,624.4899921417236
2021-08-14 11:16:49,653.3899917602539
2021-08-14 11:31:13,659.5299911499023
2021-08-14 11:45:37,622.5799865722656
2021-08-14 12:00:01,649.4199800491333
2021-08-14 12:14:25,637.7299766540527
2021-08-14 12:28:49,621.2099981307983
2021-08-14 12:43:13,658.4800033569336
2021-08-14 12:57:37,614.2899894714355
2021-08-14 13:12:01,654.9799919128418
2021-08-14 13:26:25,622.3799858093262
2021-08-14 13:40:49,656.3599843978882
2021-08-14 13:55:13,613.9999923706055
2021-08-14 14:09:37,656.5799884796143
2021-08-14 14:24:01,670.1899795532227
2021-08-14 14:38:25,584.6299982070923
2021-08-14 14:52:49,636.079999923706
2021-08-14 15:07:13,578.2099876403809
2021-08-14 15:21:37,614.859974861145
2021-08-14 15:36:01,567.4099922180176
2021-08-14 15:50:25,565.4599924087524
2021-08-14 16:04:49,606.2399969100952
2021-08-14 16:19:13,575.7299871444702
2021-08-14 16:33:37,605.3999710083008
2021-08-14 16:48:01,604.599986076355
2021-08-14 17:02:25,573.7899761199951
2021-08-14 17:16:49,575.6699914932251
2021-08-14 17:31:13,600.6199960708618
2021-08-14 17:45:37,605.8799867630005
2021-08-14 18:00:01,571.0399713516235
2021-08-14 18:14:25,578.0299787521362
2021-08-14 18:28:49,606.6599893569946
2021-08-14 18:43:13,586.7499961853027
2021-08-14 18:57:37,629.2199935913086
2021-08-14 19:12:01,620.8599834442139
2021-08-14 19:26:25,655.5899963378906
2021-08-14 19:40:49,645.6299953460693
2021-08-14 19:55:13,626.3799867630005
2021-08-14 20:09:37,641.2799777984619
2021-08-14 20:24:01,612.1999855041504
2021-08-14 20:38:25,603.2499923706055
2021-08-14 20:52:49,657.9400043487549
2021-08-14 21:07:13,668.1399669647217
2021-08-14 21:21:37,620.6399917602539
2021-08-14 21:36:01,631.6899890899658
2021-08-14 21:50:25,594.5199737548828
2021-08-14 22:04:49,590.2999897003174
2021-08-14 22:19:13,566.2599935531616
2021-08-14 22:33:37,585.4099922180176
2021-08-14 22:48:01,603.2899761199951
2021-08-14 23:02:25,578.2199878692627
2021-08-14 23:16:49,613.7799835205078
