DateTime,"WEAVER_WE2_ACTIVE_POWER","WEAVER_WE3_ACTIVE_POWER","WEAVER_WE5_ACTIVE_POWER","WEAVER_WE6_ACTIVE_POWER","WEAVER_WE7_ACTIVE_POWER","WEAVER_WE8_APPARENT_POWER","WEAVER_WE10_ACTIVE_POWER","WEAVER_WE12_ACTIVE_POWER","WEAVER_WE14_ACTIVE_POWER","WEAVER_WE15_ACTIVE_POWER"
2021-02-12 00:00:01,0.3976000249385834,0.6494000554084778,0.7620000243186951,0.48600003123283386,0.25630003213882446,0,0.915600061416626,0.027000000700354576,1.4462001323699951,0.2404000163078308
2021-02-12 00:14:25,0.3653000295162201,0.6109000444412231,0.8345000147819519,0.457800030708313,0.27470001578330994,0,0.9812000393867493,0.02510000206530094,1.332300066947937,0.28280001878738403
2021-02-12 00:28:49,0.39250001311302185,0.6149000525474548,0.7845000624656677,0.4523000419139862,0.2710000276565552,0,1.0156000852584839,0.02510000206530094,1.3100000619888306,0.2694000005722046
2021-02-12 00:43:13,0.3606000244617462,0.6342000365257263,0.8331000804901123,0.527999997138977,0.2578999996185303,0,0.9094000458717346,0.027000000700354576,1.4505000114440918,0.2345000058412552
2021-02-12 00:57:37,0.38840001821517944,0.6342000365257263,0.8233000040054321,0.4538000524044037,0.2665000259876251,0,0.9102000594139099,0.0268000029027462,1.459800124168396,0.21990002691745758
2021-02-12 01:12:01,0.35670003294944763,0.6115000247955322,0.7709000706672668,0.5123000144958496,0.25540003180503845,0,0.9802000522613525,0.024900000542402267,1.356200098991394,0.2864000201225281
2021-02-12 01:26:25,0.35350000858306885,0.6264000535011292,0.8086000680923462,0.4540000259876251,0.27080002427101135,0,0.9655000567436218,0.0268000029027462,1.4362001419067383,0.2556000053882599
2021-02-12 01:40:49,0.3872000277042389,0.5962000489234924,0.7595000267028809,0.4773000478744507,0.2551000118255615,0,0.8994000554084778,0.024500001221895218,1.315500020980835,0.2233000099658966
2021-02-12 01:55:13,0.3800000250339508,0.6137000322341919,0.8078000545501709,0.4254000186920166,0.25450000166893005,0,0.9579000473022461,0.026400001719594002,1.4037001132965088,0.23350000381469727
2021-02-12 02:09:37,0.32370004057884216,0.5991000533103943,0.7523000240325928,0.4839000105857849,0.26750001311302185,0,0.8816000819206238,0.02460000105202198,1.302700161933899,0.1956000179052353
2021-02-12 02:24:01,0.3499000072479248,0.598800003528595,0.7712000608444214,0.4317000210285187,0.2720000147819519,0,0.9342000484466553,0.024500001221895218,1.3964000940322876,0.23840002715587616
2021-02-12 02:38:25,0.3183000385761261,0.6185000538825989,0.8278000354766846,0.4628000259399414,0.20310001075267792,0,0.8766000866889954,0.02630000188946724,1.2970000505447388,0.19460001587867737
2021-02-12 02:52:49,0.320900022983551,0.597000002861023,0.8169000744819641,0.516200065612793,0.20520000159740448,0,0.8752000331878662,0.02630000188946724,1.297200083732605,0.20260001718997955
2021-02-12 03:07:13,0.3571000099182129,0.6162000298500061,0.755600094795227,0.4157000184059143,0.2175000160932541,0,0.9426000714302063,0.024400001391768456,1.405500054359436,0.17480000853538513
2021-02-12 03:21:37,0.32680004835128784,0.6100000143051147,0.7678000330924988,0.5235000252723694,0.21770000457763672,0,0.8715000152587891,0.02630000188946724,1.303800106048584,0.20890001952648163
2021-02-12 03:36:01,0.352400004863739,0.5910000205039978,0.8391000628471375,0.4433000385761261,0.2013000100851059,0,0.943600058555603,0.024500001221895218,1.424200177192688,0.17590001225471497
2021-02-12 03:50:25,0.352400004863739,0.5938000082969666,0.7815000414848328,0.4659000039100647,0.2022000104188919,0,0.8962000608444214,0.02630000188946724,1.319100022315979,0.17340001463890076
2021-02-12 04:04:49,0.3242000341415405,0.6154000759124756,0.857900083065033,0.44280004501342773,0.21410001814365387,0,0.9844000935554504,0.024500001221895218,1.5178000926971436,0.22580000758171082
2021-02-12 04:19:13,0.3249000012874603,0.6192000508308411,0.8233000040054321,0.46950003504753113,0.2272000014781952,0,0.9288000464439392,0.02630000188946724,1.5065001249313354,0.1973000168800354
2021-02-12 04:33:37,0.3548000454902649,0.5282000303268433,0.8939000964164734,0.4229000210762024,0.20190002024173737,0,0.9752000570297241,0.024500001221895218,1.3302001953125,0.20580001175403595
2021-02-12 04:48:01,0.32030004262924194,0.5306000709533691,0.8529000878334045,0.41940000653266907,0.21940001845359802,0,0.9308000206947327,0.024400001391768456,1.299700140953064,0.19460001587867737
2021-02-12 05:02:25,0.6886000633239746,0.5501000881195068,1.008600115776062,0.5186000466346741,0.20330001413822174,0,1.0059000253677368,0.02630000188946724,1.5926001071929932,0.2306000143289566
2021-02-12 05:16:49,0.6650000214576721,0.5326000452041626,1.008500099182129,0.44300001859664917,0.2159000188112259,0,1.0106000900268555,0.024400001391768456,1.5469001531600952,0.20550000667572021
2021-02-12 05:31:13,0.7005000114440918,0.5782999992370605,0.9709000587463379,0.4945000112056732,0.20110002160072327,0,0.9545000195503235,0.02630000188946724,1.3644001483917236,0.257500022649765
2021-02-12 05:45:37,0.6737000346183777,0.5474000573158264,1.0367001295089722,0.4448000490665436,0.20020000636577606,0,0.9628000259399414,0.024500001221895218,1.5405000448226929,0.21960002183914185
2021-02-12 06:00:01,0.7206000685691833,0.5999000668525696,0.9671000838279724,0.48980003595352173,0.25440001487731934,0,1.0997000932693481,0.026400001719594002,1.3686000108718872,0.2759000062942505
2021-02-12 06:14:25,0.701900064945221,0.5677000284194946,1.0092999935150146,0.44440001249313354,0.25300002098083496,0,1.0384000539779663,0.024500001221895218,1.3695000410079956,0.281900018453598
2021-02-12 06:28:49,0.7336000800132751,0.6100000143051147,1.1002001762390137,0.5602999925613403,0.2694000005722046,0,1.1033000946044922,0.026500001549720764,1.533000111579895,0.2443000078201294
2021-02-12 06:43:13,0.7350000143051147,0.5754000544548035,1.002600073814392,0.46400001645088196,0.2573000192642212,0,1.049800157546997,0.02460000105202198,1.3964000940322876,0.24540002644062042
2021-02-12 06:57:37,0.7020000219345093,0.6650000214576721,1.0855000019073486,0.5464000701904297,0.31839999556541443,0,1.1325000524520874,0.026500001549720764,1.6047002077102661,0.2677000164985657
