DateTime,"HARRIS_HN1_ACTIVE_POWER","HARRIS_HN2_ACTIVE_POWER","HARRIS_HN3_ACTIVE_POWER","HARRIS_HS1_ACTIVE_POWER","HARRIS_HS2_ACTIVE_POWER","HARRIS_HS3_ACTIVE_POWER"
2021-02-12 00:00:01,0,0.21070000529289246,0.26760002970695496,0.3279000222682953,0.701900064945221,0.3224000036716461
2021-02-12 00:14:25,0,0.22100001573562622,0.25220000743865967,0.3643999993801117,0.6450000405311584,0.3167000412940979
2021-02-12 00:28:49,0.00010000000474974513,0.226500004529953,0.24380001425743103,0.3547000288963318,0.6630000472068787,0.31550002098083496
2021-02-12 00:43:13,0,0.21070000529289246,0.25780004262924194,0.32280004024505615,0.6042000651359558,0.3231000304222107
2021-02-12 00:57:37,0.00010000000474974513,0.20830000936985016,0.23890002071857452,0.3517000377178192,0.6376000642776489,0.3141000270843506
2021-02-12 01:12:01,0,0.22430001199245453,0.2524000108242035,0.3174000084400177,0.5860000252723694,0.3231000304222107
2021-02-12 01:26:25,0.00010000000474974513,0.22420001029968262,0.25440001487731934,0.3541000187397003,0.5746000409126282,0.3190000057220459
2021-02-12 01:40:49,0,0.20760001242160797,0.23970000445842743,0.3203999996185303,0.6061000823974609,0.33990001678466797
2021-02-12 01:55:13,0,0.2110000103712082,0.2572000324726105,0.32350000739097595,0.5499000549316406,0.33240002393722534
2021-02-12 02:09:37,0,0.22130002081394196,0.23990002274513245,0.26500001549720764,0.6064000725746155,0.31070002913475037
2021-02-12 02:24:01,0,0.21050001680850983,0.2394000142812729,0.2633000314235687,0.5838000178337097,0.31720003485679626
2021-02-12 02:38:25,0,0.22350001335144043,0.2589000165462494,0.30550000071525574,0.5609000325202942,0.31070002913475037
2021-02-12 02:52:49,0,0.22050000727176666,0.24580001831054688,0.2924000024795532,0.5885000228881836,0.31280001997947693
2021-02-12 03:07:13,0,0.20690001547336578,0.2567000389099121,0.26340001821517944,0.5596000552177429,0.32020002603530884
2021-02-12 03:21:37,0,0.20640002191066742,0.24880000948905945,0.2633000314235687,0.5884000658988953,0.3144000172615051
2021-02-12 03:36:01,0,0.22150000929832458,0.2696000337600708,0.2994000017642975,0.52920001745224,0.32010000944137573
2021-02-12 03:50:25,0,0.22140002250671387,0.27410000562667847,0.26510003209114075,0.551800012588501,0.3165000081062317
2021-02-12 04:04:49,0,0.2071000188589096,0.25950002670288086,0.2915000021457672,0.6057000160217285,0.34300002455711365
2021-02-12 04:19:13,0,0.21080000698566437,0.25930002331733704,0.3101000189781189,0.5985000133514404,0.3412000238895416
2021-02-12 04:33:37,0,0.22520001232624054,0.2685000002384186,0.26510003209114075,0.6224000453948975,0.3086000084877014
2021-02-12 04:48:01,0,0.22510001063346863,0.2567000389099121,0.27090001106262207,0.6020000576972961,0.3085000216960907
2021-02-12 05:02:25,0,0.20650000870227814,0.26900002360343933,0.3208000361919403,0.5428000092506409,0.32120001316070557
2021-02-12 05:16:49,0,0.22360001504421234,0.2704000174999237,0.27150002121925354,0.5282999873161316,0.31950002908706665
2021-02-12 05:31:13,0,0.2014000117778778,0.249300017952919,0.32130002975463867,0.5592000484466553,0.3078000247478485
2021-02-12 05:45:37,0,0.20160001516342163,0.26340001821517944,0.31780004501342773,0.5537999868392944,0.3144000172615051
2021-02-12 06:00:01,0,0.2102000117301941,0.24400001764297485,0.3907000422477722,0.5267000198364258,0.32260000705718994
2021-02-12 06:14:25,0,0.20560002326965332,0.25,0.3507000207901001,0.524600088596344,0.3197000324726105
2021-02-12 06:28:49,0,0.19390001893043518,0.24000000953674316,0.3979000151157379,0.5645000338554382,0.34790000319480896
2021-02-12 06:43:13,0,0.20030000805854797,0.25870001316070557,0.3553999960422516,0.5654000639915466,0.33810001611709595
2021-02-12 06:57:37,0,0.217600017786026,0.23930001258850098,0.42740002274513245,0.534000039100647,0.31280001997947693
2021-02-12 07:12:01,0,0.2111000120639801,0.2410000115633011,0.41690000891685486,0.5627999901771545,0.31690001487731934
2021-02-12 07:26:25,0,0.22110001742839813,0.25290003418922424,0.4028000235557556,0.5422000288963318,0.3095000088214874
2021-02-12 07:40:49,-0.00010000000474974513,0.22430001199245453,0.2403000146150589,0.4028000235557556,0.5622000098228455,0.3124000132083893
2021-02-12 07:55:13,0,0.21300001442432404,0.25030001997947693,0.4707000255584717,0.5387000441551208,0.31940001249313354
2021-02-12 08:09:37,0,0.20990002155303955,0.23740002512931824,0.40230002999305725,0.5700000524520874,0.3255000114440918
2021-02-12 08:24:01,0,0.21890002489089966,0.25550001859664917,0.4743000268936157,0.540600061416626,0.3157000243663788
2021-02-12 08:38:25,0,0.21140001714229584,0.2633000314235687,0.4318000376224518,0.5449000597000122,0.30980002880096436
2021-02-12 08:52:49,0,0.2217000126838684,0.2524000108242035,0.4018000364303589,0.6342000365257263,0.3460000157356262
2021-02-12 09:07:13,-0.00010000000474974513,0.2257000058889389,0.25390002131462097,0.4338000416755676,0.6340000033378601,0.3368000388145447
2021-02-12 09:21:37,0,0.21630001068115234,0.2671000063419342,0.4020000100135803,0.5804000496864319,0.324800044298172
2021-02-12 09:36:01,-0.00010000000474974513,0.21010001003742218,0.27160000801086426,0.4002000391483307,0.5918000340461731,0.32600000500679016
2021-02-12 09:50:25,0,0.2232000082731247,0.25710001587867737,0.45750001072883606,0.5377000570297241,0.3152000308036804
2021-02-12 10:04:49,-0.00010000000474974513,0.2225000113248825,0.26760002970695496,0.4520000219345093,0.5635000467300415,0.3258000314235687
2021-02-12 10:19:13,-0.00010000000474974513,0.54420006275177,0.25290003418922424,0.4044000208377838,0.4310000240802765,0.31839999556541443
2021-02-12 10:33:37,0,0.4223000407218933,0.23890002071857452,0.40420001745224,0.4628000259399414,0.317300021648407
2021-02-12 10:48:01,-0.00010000000474974513,0.45420002937316895,0.257500022649765,0.4638000428676605,0.49070003628730774,0.32830002903938293
2021-02-12 11:02:25,0,0.45900002121925354,0.24780000746250153,0.4027000367641449,0.4913000464439392,0.3223000466823578
2021-02-12 11:16:49,0,0.44790002703666687,0.23850001394748688,0.4691000282764435,0.4853000342845917,0.34630003571510315
2021-02-12 11:31:13,-0.00010000000474974513,0.44780004024505615,0.25270000100135803,0.4025000333786011,0.4864000082015991,0.3476000130176544
2021-02-12 11:45:37,0,0.47200003266334534,0.23360002040863037,0.48760002851486206,0.5196000337600708,0.3247000277042389
2021-02-12 12:00:01,-0.00010000000474974513,0.47700002789497375,0.2395000159740448,0.4683000445365906,0.5210000276565552,0.3199000060558319
2021-02-12 12:14:25,0,0.4927000403404236,0.22630001604557037,0.40380004048347473,0.5485000014305115,0.32600000500679016
