DateTime,"HARRIS_HE3_ACTIVE_POWER","HARRIS_HE4_ACTIVE_POWER","HARRIS_HE5_ACTIVE_POWER","HARRIS_HW3_ACTIVE_POWER","HARRIS_HW4_ACTIVE_POWER","HARRIS_HW5_ACTIVE_POWER"
2021-02-12 00:00:01,0.7788000106811523,0.7690000534057617,0.09710000455379486,0.302700012922287,0.00010000000474974513,0.017800001427531242
2021-02-12 00:14:25,0.8903000354766846,0.7283000349998474,0.1274000108242035,0.27060002088546753,0.00010000000474974513,0.01770000159740448
2021-02-12 00:28:49,0.9075000286102295,0.7529000639915466,0.1355000138282776,0.27320003509521484,0.00020000000949949026,0.017800001427531242
2021-02-12 00:43:13,0.7970000505447388,0.7342000603675842,0.10080000758171082,0.3258000314235687,0.00010000000474974513,0.017500000074505806
2021-02-12 00:57:37,0.9280000329017639,0.7243000268936157,0.1284000128507614,0.30660003423690796,0.00020000000949949026,0.017600001767277718
2021-02-12 01:12:01,0.8273000121116638,0.7891000509262085,0.09840000420808792,0.26739999651908875,0.00010000000474974513,0.017500000074505806
2021-02-12 01:26:25,0.9257000684738159,0.7722000479698181,0.13250000774860382,0.31290000677108765,0.00020000000949949026,0.017600001767277718
2021-02-12 01:40:49,0.8312000632286072,0.7367000579833984,0.0983000099658966,0.2603999972343445,0.00010000000474974513,0.017100000753998756
2021-02-12 01:55:13,0.8870000243186951,0.723300039768219,0.09590000659227371,0.2628999948501587,0.00020000000949949026,0.017100000753998756
2021-02-12 02:09:37,0.790600061416626,0.7877000570297241,0.1388000100851059,0.2971000075340271,0.00010000000474974513,0.017500000074505806
2021-02-12 02:24:01,0.8044000864028931,0.7226000428199768,0.14010001718997955,0.2858999967575073,0.00020000000949949026,0.017500000074505806
2021-02-12 02:38:25,0.9164000749588013,0.7421000599861145,0.09670001268386841,0.2524000108242035,0.00010000000474974513,0.01730000227689743
2021-02-12 02:52:49,0.766800045967102,0.7466000914573669,0.14750000834465027,0.26590001583099365,0.00020000000949949026,0.017400000244379044
2021-02-12 03:07:13,0.8937000632286072,0.7119000554084778,0.09800000488758087,0.29930004477500916,0.00010000000474974513,0.017200002446770668
2021-02-12 03:21:37,0.8185000419616699,0.7420000433921814,0.09730000793933868,0.25770002603530884,0.00010000000474974513,0.017400000244379044
2021-02-12 03:36:01,0.9074000716209412,0.7188000082969666,0.13190001249313354,0.29440000653266907,0.00010000000474974513,0.01730000227689743
2021-02-12 03:50:25,0.8099000453948975,0.7356000542640686,0.09930000454187393,0.2671000063419342,0.00010000000474974513,0.017400000244379044
2021-02-12 04:04:49,0.9161000847816467,0.7194000482559204,0.1404000222682953,0.30400002002716064,0.00010000000474974513,0.01730000227689743
2021-02-12 04:19:13,0.9812000393867493,0.7362000346183777,0.12919999659061432,0.3103000223636627,0.00020000000949949026,0.017400000244379044
2021-02-12 04:33:37,0.865600049495697,0.7211000919342041,0.09770000725984573,0.2622000277042389,0.00010000000474974513,0.017200002446770668
2021-02-12 04:48:01,0.8513000011444092,0.7359000444412231,0.12880000472068787,0.27150002121925354,0.00010000000474974513,0.017400000244379044
2021-02-12 05:02:25,0.9369000792503357,0.7188000082969666,0.0958000048995018,0.4675000309944153,0.00010000000474974513,0.01730000227689743
2021-02-12 05:16:49,0.8528000116348267,0.7186000943183899,0.13180001080036163,0.328900009393692,0.00010000000474974513,0.017400000244379044
2021-02-12 05:31:13,0.9506000876426697,0.7349000573158264,0.09970001131296158,0.5729000568389893,0.00010000000474974513,0.017200002446770668
2021-02-12 05:45:37,0.9005000591278076,0.7191000580787659,0.13340000808238983,0.527999997138977,0.00010000000474974513,0.017400000244379044
2021-02-12 06:00:01,1.0205000638961792,0.8090000152587891,0.09680000692605972,0.6097000241279602,0.00010000000474974513,0.017200002446770668
2021-02-12 06:14:25,0.9600000381469727,0.7928000092506409,0.0966000035405159,0.5436000823974609,0.00010000000474974513,0.01730000227689743
2021-02-12 06:28:49,1.0660001039505005,0.8256000876426697,0.1339000165462494,0.6047000288963318,0.00010000000474974513,0.017500000074505806
2021-02-12 06:43:13,1.0388001203536987,0.7929000854492188,0.0958000048995018,0.5897000432014465,0.00010000000474974513,0.017400000244379044
2021-02-12 06:57:37,0.9450000524520874,0.8497000336647034,0.14140000939369202,0.5412000417709351,0.00010000000474974513,0.017600001767277718
2021-02-12 07:12:01,0.9539000988006592,0.7826000452041626,0.09770000725984573,0.5684000253677368,0.00010000000474974513,0.01770000159740448
2021-02-12 07:26:25,1.078200101852417,0.844700038433075,0.1389000117778778,0.6557000279426575,0.00010000000474974513,0.017500000074505806
2021-02-12 07:40:49,0.9374000430107117,0.7957000732421875,0.09750000387430191,0.5536000728607178,0.00010000000474974513,0.017600001767277718
2021-02-12 07:55:13,1.034600019454956,0.8233000040054321,0.1339000165462494,0.626300036907196,0.00010000000474974513,0.017500000074505806
2021-02-12 08:09:37,0.9531000852584839,0.804900050163269,0.09630000591278076,0.6476000547409058,0.00010000000474974513,0.017600001767277718
2021-02-12 08:24:01,1.0642001628875732,0.8505000472068787,0.13510000705718994,0.37400001287460327,0.00010000000474974513,0.01730000227689743
2021-02-12 08:38:25,1.0484000444412231,0.8093000054359436,0.12940001487731934,0.4556000232696533,0.00010000000474974513,0.01730000227689743
2021-02-12 08:52:49,0.9816001057624817,0.8767000436782837,0.0966000035405159,0.3521000146865845,0.00010000000474974513,0.017500000074505806
2021-02-12 09:07:13,0.9464000463485718,0.8069000840187073,0.09640000760555267,0.4724000096321106,0.00010000000474974513,0.01730000227689743
2021-02-12 09:21:37,1.0364000797271729,0.8816000819206238,0.12430001050233841,0.39330002665519714,0.00010000000474974513,0.017800001427531242
2021-02-12 09:36:01,1.0509001016616821,0.8889000415802002,0.09670001268386841,0.4857000410556793,0.00010000000474974513,0.01770000159740448
2021-02-12 09:50:25,0.959100067615509,0.8086000680923462,0.14069999754428864,0.37320002913475037,0.00010000000474974513,0.017800001427531242
2021-02-12 10:04:49,0.9775000214576721,0.8149000406265259,0.14069999754428864,0.351500004529953,0.00010000000474974513,0.01770000159740448
2021-02-12 10:19:13,1.069100022315979,0.8741000890731812,0.09450000524520874,0.4930000305175781,0.00010000000474974513,0.017900001257658005
2021-02-12 10:33:37,1.0319000482559204,0.8105000257492065,0.09670001268386841,0.5211000442504883,0.00010000000474974513,0.017900001257658005
2021-02-12 10:48:01,0.9673000574111938,0.8517000675201416,0.12919999659061432,0.3922000229358673,0.00010000000474974513,0.01770000159740448
2021-02-12 11:02:25,0.9907000660896301,0.8499000668525696,0.1308000087738037,0.5069000124931335,0.00010000000474974513,0.017800001427531242
2021-02-12 11:16:49,0.8905000686645508,0.8123000264167786,0.09600000083446503,0.3806000351905823,0.00010000000474974513,0.018000001087784767
2021-02-12 11:31:13,0.9482000470161438,0.8088000416755676,0.09570001065731049,0.5074000358581543,0.00010000000474974513,0.018000001087784767
2021-02-12 11:45:37,0.8826000690460205,0.8539000749588013,0.13790000975131989,0.3833000361919403,0.00010000000474974513,0.017800001427531242
2021-02-12 12:00:01,0.9849000573158264,0.8111000657081604,0.1413000077009201,0.4102000296115875,0.00010000000474974513,0.018000001087784767
2021-02-12 12:14:25,0.8687000274658203,0.837100088596344,0.09860000014305115,0.4870000183582306,0.00010000000474974513,0.017900001257658005
2021-02-12 12:28:49,0.865600049495697,0.8088000416755676,0.09910000115633011,0.5273000001907349,0.00010000000474974513,0.018000001087784767
2021-02-12 12:43:13,1.0200001001358032,0.8587000370025635,0.13590002059936523,0.3765000104904175,0.00010000000474974513,0.017900001257658005
2021-02-12 12:57:37,1.017300009727478,0.8043000102043152,0.14069999754428864,0.4780000150203705,0.00010000000474974513,0.018000001087784767
2021-02-12 13:12:01,0.8863000273704529,0.8851000666618347,0.09710000455379486,0.36430004239082336,0.00010000000474974513,0.017800001427531242
2021-02-12 13:26:25,0.8784000873565674,0.8691000938415527,0.09870000928640366,0.5172000527381897,0.00010000000474974513,0.017900001257658005
2021-02-12 13:40:49,1.0318001508712769,0.7930000424385071,0.14360001683235168,0.3565000295639038,0.00010000000474974513,0.017800001427531242
2021-02-12 13:55:13,0.8714000582695007,0.8451001048088074,0.09790000319480896,0.4775000214576721,0.00020000000949949026,0.017900001257658005
