DateTime,"ANNEX_AW1_ACTIVE_POWER","ANNEX_AW2_ACTIVE_POWER","ANNEX_AW3_ACTIVE_POWER","ANNEX_AW4_ACTIVE_POWER","ANNEX_AW5_ACTIVE_POWER","ANNEX_AW6_ACTIVE_POWER","ANNEX_AW7_ACTIVE_POWER","ANNEX_AW8_ACTIVE_POWER","ANNEX_AW9_ACTIVE_POWER"
2021-02-12 00:00:01,0,1.0687000751495361,0.2542000114917755,0.9074000716209412,1.0689001083374023,0.7204000353813171,0.05710000544786453,0,1.0671000480651855
2021-02-12 00:14:25,0,0.9470000267028809,0.31040000915527344,0.8720000386238098,0.9764000773429871,0.6691000461578369,0.06880000978708267,0,1.0062000751495361
2021-02-12 00:28:49,0,1.0792001485824585,0.2665000259876251,0.896600067615509,0.968500018119812,0.6837000250816345,0.057500001043081284,0,0.9951000809669495
2021-02-12 00:43:13,0,0.9540000557899475,0.2506999969482422,0.8749000430107117,1.057400107383728,0.6546000838279724,0.06640000641345978,0,1.0457000732421875
2021-02-12 00:57:37,0,0.9740000367164612,0.25,0.891200065612793,1.186400055885315,0.6650000214576721,0.05710000544786453,0,1.0454000234603882
2021-02-12 01:12:01,0,1.1019001007080078,0.27010002732276917,0.8636000752449036,1.090499997138977,0.6356000900268555,0.06780000776052475,0,0.9922000765800476
2021-02-12 01:26:25,0,0.971000075340271,0.2710000276565552,0.9224000573158264,1.0831000804901123,0.6316000819206238,0.056300003081560135,0,1.053800106048584
2021-02-12 01:40:49,0,1.065000057220459,0.24740001559257507,0.8547000288963318,1.169600009918213,0.6594000458717346,0.0649000033736229,0,0.9896000623703003
2021-02-12 01:55:13,0,0.9620000720024109,0.2677000164985657,0.8826000690460205,1.1420999765396118,0.6402000188827515,0.06480000913143158,0,1.057300090789795
2021-02-12 02:09:37,0,1.0210000276565552,0.2436000108718872,0.8474000692367554,1.0795999765396118,0.6124000549316406,0.056700002402067184,0,0.9917000532150269
2021-02-12 02:24:01,0,0.9950000643730164,0.2705000042915344,0.8777000308036804,1.1446000337600708,0.6338000297546387,0.056700002402067184,0,1.0329999923706055
2021-02-12 02:38:25,0,0.940000057220459,0.241100013256073,0.8551000952720642,1.0824000835418701,0.6116000413894653,0.06550000607967377,0,0.9966000914573669
