DateTime,"WEAVER_WE2_ACTIVE_POWER","WEAVER_WE3_ACTIVE_POWER","WEAVER_WE5_ACTIVE_POWER","WEAVER_WE6_ACTIVE_POWER","WEAVER_WE7_ACTIVE_POWER","WEAVER_WE8_APPARENT_POWER","WEAVER_WE10_ACTIVE_POWER","WEAVER_WE12_ACTIVE_POWER","WEAVER_WE14_ACTIVE_POWER","WEAVER_WE15_ACTIVE_POWER"
2021-08-12 00:00:01,0.7259411215782166,0,0.7482293248176575,0.5370175242424011,0.2683166563510895,0,0.8128843307495117,0.032883547246456146,0.6374858617782593,0.2295684665441513
2021-08-12 00:14:25,0.6926984786987305,0,0.7189321517944336,0.583304762840271,0.25154319405555725,0,0.8851221799850464,0.029105832800269127,0.6732345223426819,0.33164671063423157
2021-08-12 00:28:49,0.6886804103851318,0,0.7054513692855835,0.564987063407898,0.2798297107219696,0,0.8971273899078369,0.028835954144597054,0.6360527276992798,0.22768431901931763
2021-08-12 00:43:13,0.7252717018127441,0,0.7461712956428528,0.5234956741333008,0.24346597492694855,0,0.8073172569274902,0.032602351158857346,0.6711355447769165,0.24156427383422852
2021-08-12 00:57:37,0.6862506866455078,0,0.7567787766456604,0.5808262825012207,0.2603376805782318,0,0.8881828784942627,0.032125674188137054,0.6380624175071716,0.24802130460739136
2021-08-12 01:12:01,0.7272039651870728,0,0.6755156517028809,0.5321980118751526,0.24237248301506042,0,0.7798441052436829,0.028801696375012398,0.69105064868927,0.2079727202653885
2021-08-12 01:26:25,0.6945855617523193,0,0.7058698534965515,0.5750301480293274,0.2792109251022339,0,0.8425340056419373,0.028541341423988342,0.679731011390686,0.25053632259368896
2021-08-12 01:40:49,0.6869439482688904,0,0.7442695498466492,0.5315038561820984,0.24422883987426758,0,0.7886472344398499,0.030875369906425476,0.6359554529190063,0.2061033397912979
2021-08-12 01:55:13,0.6926116943359375,0,0.6868041753768921,0.5454837679862976,0.2472703903913498,0,0.8243870139122009,0.03244248777627945,0.6256086826324463,0.21187320351600647
2021-08-12 02:09:37,0.3622322082519531,0,0.7326564788818359,0.50983726978302,0.19170744717121124,0,0.746894359588623,0.028775420039892197,0.6937414407730103,0.18963371217250824
2021-08-12 02:24:01,0.3612135350704193,0,0.7117856740951538,0.5079578757286072,0.22313044965267181,0,0.8061624765396118,0.032430462539196014,0.6177089214324951,0.18584507703781128
2021-08-12 02:38:25,0.3709026873111725,0,0.7557722330093384,0.5252974629402161,0.187857523560524,0,0.7578326463699341,0.029174460098147392,0.6547387838363647,0.2024923861026764
