DateTime,"W5KV_5N1_ACTIVE_POWER","W5KV_5N5_ACTIVE_POWER","W5KV_5N6_ACTIVE_POWER","W5KV_5N7_ACTIVE_POWER","W5KV_5N8_ACTIVE_POWER","W5KV_5S1_ACTIVE_POWER","W5KV_5S4_ACTIVE_POWER","W5KV_5S6_ACTIVE_POWER","W5KV_5S7_ACTIVE_POWER"
2021-02-12 00:00:01,0.13990001380443573,0.35600000619888306,0.06270000338554382,0,0.43980005383491516,0.1706000119447708,0.4101000130176544,0.0934000089764595,0.03810000419616699
2021-02-12 00:14:25,0.13690002262592316,0.3392000198364258,0.06760000437498093,0,0.4021000266075134,0.1915000081062317,0.37220004200935364,0.08810000121593475,0.027700001373887062
2021-02-12 00:28:49,0.13920000195503235,0.3565000295639038,0.06710000336170197,0,0.40380004048347473,0.1891000121831894,0.39640000462532043,0.09330000728368759,0.05260000377893448
2021-02-12 00:43:13,0.13340000808238983,0.3400000035762787,0.06340000778436661,0,0.435200035572052,0.15790002048015594,0.3719000220298767,0.08700000494718552,0.027100002393126488
2021-02-12 00:57:37,0.13600000739097595,0.3387000262737274,0.06450000405311584,0,0.4303000271320343,0.17310000956058502,0.3773000240325928,0.08640000224113464,0.027000000700354576
2021-02-12 01:12:01,0.12690000236034393,0.3627000153064728,0.0609000027179718,0,0.3972000181674957,0.15820001065731049,0.4532000422477722,0.0917000100016594,0.0333000011742115
2021-02-12 01:26:25,0.12919999659061432,0.33830001950263977,0.0642000064253807,0,0.4212000370025635,0.16450001299381256,0.4115000069141388,0.09860000014305115,0.03020000271499157
2021-02-12 01:40:49,0.12640000879764557,0.34970003366470337,0.0609000027179718,0,0.3907000422477722,0.15360000729560852,0.37450000643730164,0.08650000393390656,0.026900000870227814
2021-02-12 01:55:13,0.1290000081062317,0.34800001978874207,0.06280000507831573,0,0.41200003027915955,0.16390001773834229,0.38380002975463867,0.08640000224113464,0.03229999914765358
2021-02-12 02:09:37,0.12460000067949295,0.3238000273704529,0.059300001710653305,0,0.3889000117778778,0.15290001034736633,0.33100003004074097,0.09140000492334366,0.027300002053380013
2021-02-12 02:24:01,0.125,0.32370004057884216,0.06320000439882278,0,0.4092000424861908,0.1681000143289566,0.3412000238895416,0.09150000661611557,0.030400000512599945
2021-02-12 02:38:25,0.1282000094652176,0.33260002732276917,0.059300001710653305,0,0.38850000500679016,0.15410001575946808,0.3232000172138214,0.08550000190734863,0.027300002053380013
2021-02-12 02:52:49,0.12560001015663147,0.33730003237724304,0.06280000507831573,0,0.3828999996185303,0.16310001909732819,0.32680004835128784,0.08560000360012054,0.05740000307559967
2021-02-12 03:07:13,0.12960001826286316,0.32500001788139343,0.058800000697374344,0,0.4167000353336334,0.15290001034736633,0.40080004930496216,0.09130001068115234,0.027000000700354576
2021-02-12 03:21:37,0.12870000302791595,0.3336000144481659,0.05780000239610672,0,0.4100000262260437,0.1623000055551529,0.33480003476142883,0.09160000085830688,0.027000000700354576
2021-02-12 03:36:01,0.12570001184940338,0.3232000172138214,0.0755000039935112,0,0.38600000739097595,0.15370000898838043,0.3272000253200531,0.0860000029206276,0.03830000013113022
2021-02-12 03:50:25,0.12560001015663147,0.32770001888275146,0.07220000773668289,0,0.40710002183914185,0.16210001707077026,0.32850000262260437,0.08709999918937683,0.0406000055372715
2021-02-12 04:04:49,0.12880000472068787,0.35520002245903015,0.058500003069639206,0,0.3871000111103058,0.1526000201702118,0.34080004692077637,0.09350000321865082,0.027000000700354576
2021-02-12 04:19:13,0.12950000166893005,0.3416000306606293,0.0650000050663948,0,0.4158000349998474,0.15090002119541168,0.35100001096725464,0.08680000901222229,0.03020000271499157
2021-02-12 04:33:37,0.12440000474452972,0.35370004177093506,0.057600006461143494,0,0.3889000117778778,0.16340002417564392,0.3385000228881836,0.09060000628232956,0.02720000222325325
2021-02-12 04:48:01,0.12530000507831573,0.352400004863739,0.058000002056360245,0,0.4076000154018402,0.1671999990940094,0.3546000123023987,0.09290000796318054,0.0268000029027462
2021-02-12 05:02:25,0.1299000084400177,0.34080004692077637,0.06840000301599503,0,0.3863000273704529,0.15160001814365387,0.3343999981880188,0.08800000697374344,0.03280000016093254
2021-02-12 05:16:49,0.12630000710487366,0.34070003032684326,0.06909999996423721,0,0.38840001821517944,0.16610001027584076,0.3279000222682953,0.08700000494718552,0.030300002545118332
2021-02-12 05:31:13,0.12950000166893005,0.3595000207424164,0.05910000577569008,0,0.41370004415512085,0.15040001273155212,0.35270002484321594,0.09210000187158585,0.027000000700354576
2021-02-12 05:45:37,0.12650001049041748,0.35770002007484436,0.06220000237226486,0,0.3867000341415405,0.14990001916885376,0.32920002937316895,0.0950000062584877,0.027900001034140587
2021-02-12 06:00:01,0.13190001249313354,0.34210002422332764,0.05840000510215759,0,0.42100003361701965,0.16620001196861267,0.41190001368522644,0.08880000561475754,0.04070000350475311
2021-02-12 06:14:25,0.12870000302791595,0.34370002150535583,0.05860000476241112,0,0.39900001883506775,0.15460000932216644,0.39810001850128174,0.08830000460147858,0.03790000453591347
2021-02-12 06:28:49,0.15000000596046448,0.35510003566741943,0.06120000407099724,0,0.42910003662109375,0.17890001833438873,0.40810003876686096,0.09470000863075256,0.06350000202655792
2021-02-12 06:43:13,0.13130000233650208,0.3622000217437744,0.061100006103515625,0,0.4041000306606293,0.1794000118970871,0.3979000151157379,0.0942000076174736,0.06320000439882278
2021-02-12 06:57:37,0.1356000155210495,0.34710001945495605,0.05910000577569008,0,0.44050002098083496,0.1543000042438507,0.4124000072479248,0.08910000324249268,0.03850000351667404
2021-02-12 07:12:01,0.12960001826286316,0.34860002994537354,0.062400005757808685,0,0.44380003213882446,0.1568000167608261,0.4288000464439392,0.0893000066280365,0.06120000407099724
2021-02-12 07:26:25,0.15040001273155212,0.3160000145435333,0.05730000138282776,0,0.4183000326156616,0.17100000381469727,0.3929000198841095,0.09520000964403152,0.037700001150369644
2021-02-12 07:40:49,0.13300000131130219,0.3367000222206116,0.054600004106760025,0,0.4513000249862671,0.19030001759529114,0.3911000192165375,0.0942000076174736,0.03800000250339508
2021-02-12 07:55:13,0.13610000908374786,0.3203999996185303,0.060600005090236664,0,0.41380003094673157,0.15690001845359802,0.42890000343322754,0.08760000020265579,0.04350000247359276
2021-02-12 08:09:37,0.1339000165462494,0.3193000257015228,0.0617000050842762,0,0.445000022649765,0.17090001702308655,0.4449000060558319,0.08760000020265579,0.04440000280737877
2021-02-12 08:24:01,0.17330001294612885,0.33720001578330994,0.05740000307559967,0,0.41540002822875977,0.15530000627040863,0.39900001883506775,0.09550000727176666,0.03890000283718109
2021-02-12 08:38:25,0.15060001611709595,0.3207000195980072,0.058900006115436554,0,0.4256000220775604,0.16200000047683716,0.4288000464439392,0.08740000426769257,0.03880000114440918
2021-02-12 08:52:49,0.1558000147342682,0.3457000255584717,0.0763000100851059,0,0.49000000953674316,0.17960001528263092,0.3996000289916992,0.09020000696182251,0.07100000232458115
2021-02-12 09:07:13,0.1493000090122223,0.3272000253200531,0.06200000271201134,0,0.4319000244140625,0.1671999990940094,0.4026000201702118,0.08870001137256622,0.03860000520944595
2021-02-12 09:21:37,0.15560001134872437,0.34480002522468567,0.07690000534057617,0,0.474200040102005,0.17419999837875366,0.4403000473976135,0.09459999948740005,0.07800000160932541
2021-02-12 09:36:01,0.1493000090122223,0.33970004320144653,0.05950000137090683,0,0.4491000175476074,0.1706000119447708,0.4041000306606293,0.08890000730752945,0.04110000282526016
2021-02-12 09:50:25,0.17310000956058502,0.3867000341415405,0.07600000500679016,0,0.5038999915122986,0.20760001242160797,0.4540000259876251,0.09270001202821732,0.0674000084400177
2021-02-12 10:04:49,0.15450000762939453,0.36320003867149353,0.0690000057220459,0,0.5163000226020813,0.19010001420974731,0.44140002131462097,0.09640000760555267,0.10750000178813934
2021-02-12 10:19:13,0.15980000793933868,0.4116000235080719,0.059800002723932266,0,0.46730002760887146,0.17480000853538513,0.41270002722740173,0.0893000066280365,0.04100000113248825
2021-02-12 10:33:37,0.1574000120162964,0.3778000473976135,0.06180000305175781,0,0.47280004620552063,0.1705000102519989,0.4984000027179718,0.08920001238584518,0.04130000248551369
2021-02-12 10:48:01,0.14190001785755157,0.3490000069141388,0.07680000364780426,0,0.5175000429153442,0.1891999989748001,0.4139000177383423,0.09470000863075256,0.06980000436306
2021-02-12 11:02:25,0.15120001137256622,0.3428000211715698,0.06710000336170197,0,0.5195000171661377,0.17020000517368317,0.4409000277519226,0.09470000863075256,0.06630000472068787
2021-02-12 11:16:49,0.1923000067472458,0.37550002336502075,0.07600000500679016,0,0.46730002760887146,0.18380001187324524,0.40330004692077637,0.08890000730752945,0.04130000248551369
2021-02-12 11:31:13,0.16500000655651093,0.3597000241279602,0.06200000271201134,0,0.469400018453598,0.17240001261234283,0.4272000193595886,0.08920001238584518,0.04090000316500664
2021-02-12 11:45:37,0.18580001592636108,0.3433000445365906,0.07890000194311142,0,0.5145000219345093,0.19580000638961792,0.4036000370979309,0.09760000556707382,0.06630000472068787
2021-02-12 12:00:01,0.18540002405643463,0.3927000164985657,0.08170001208782196,0,0.511900007724762,0.17800000309944153,0.40300002694129944,0.09710000455379486,0.11000000685453415
2021-02-12 12:14:25,0.15470001101493835,0.34460002183914185,0.06310000270605087,0,0.48030003905296326,0.194100022315979,0.5012000203132629,0.08940000832080841,0.04100000113248825
2021-02-12 12:28:49,0.15850000083446503,0.36650002002716064,0.06340000778436661,0,0.5192999839782715,0.19110001623630524,0.4041000306606293,0.09070000797510147,0.0414000041782856
2021-02-12 12:43:13,0.16210001707077026,0.3457000255584717,0.07420001178979874,0,0.47220003604888916,0.17310000956058502,0.4223000407218933,0.10180000960826874,0.08060000091791153
2021-02-12 12:57:37,0.18150000274181366,0.3440000116825104,0.06160000339150429,0,0.47530004382133484,0.17100000381469727,0.40890002250671387,0.0925000011920929,0.08090000599622726
2021-02-12 13:12:01,0.15930001437664032,0.3629000186920166,0.07670000940561295,0,0.5097000598907471,0.1819000244140625,0.4360000193119049,0.08870001137256622,0.04200000315904617
2021-02-12 13:26:25,0.17970000207424164,0.344400018453598,0.06400000303983688,0,0.5012000203132629,0.17180001735687256,0.43880003690719604,0.09510000050067902,0.04150000214576721
2021-02-12 13:40:49,0.1728000044822693,0.36570003628730774,0.08340000361204147,0,0.4684000015258789,0.18900001049041748,0.4085000157356262,0.08860000222921371,0.07690000534057617
2021-02-12 13:55:13,0.17320001125335693,0.3450000286102295,0.06390000134706497,0,0.4936000406742096,0.18780000507831573,0.4619000256061554,0.08840000629425049,0.047700002789497375
2021-02-12 14:09:37,0.19300000369548798,0.35670003294944763,0.07500000298023224,0,0.4659000039100647,0.17600001394748688,0.40160003304481506,0.09360000491142273,0.04170000180602074
2021-02-12 14:24:01,0.17720000445842743,0.3402000367641449,0.07360000163316727,0,0.5052000284194946,0.19830001890659332,0.4012000262737274,0.0966000035405159,0.06459999829530716
2021-02-12 14:38:25,0.17340001463890076,0.35989999771118164,0.06100000441074371,0,0.46570003032684326,0.1721000075340271,0.42740002274513245,0.09020000696182251,0.04150000214576721
2021-02-12 14:52:49,0.1746000200510025,0.36740002036094666,0.06200000271201134,0,0.4675000309944153,0.1996000111103058,0.4019000232219696,0.08870001137256622,0.04740000516176224
2021-02-12 15:07:13,0.19610001146793365,0.34210002422332764,0.08420000970363617,0,0.5192999839782715,0.17250001430511475,0.4183000326156616,0.10280001163482666,0.041600003838539124
2021-02-12 15:21:37,0.17419999837875366,0.3765000104904175,0.08450000733137131,0,0.5033000707626343,0.18240001797676086,0.40290001034736633,0.08680000901222229,0.04150000214576721
2021-02-12 15:36:01,0.179500013589859,0.3477000296115875,0.07270000874996185,0,0.459600031375885,0.1680000126361847,0.41770002245903015,0.09790000319480896,0.047200001776218414
2021-02-12 15:50:25,0.1966000199317932,0.366100013256073,0.07800000160932541,0,0.5024000406265259,0.16690002381801605,0.4321000277996063,0.09330000728368759,0.08020000904798508
2021-02-12 16:04:49,0.17490001022815704,0.34800001978874207,0.06140000373125076,0,0.45840001106262207,0.18300001323223114,0.39490002393722534,0.08730001002550125,0.041200004518032074
2021-02-12 16:19:13,0.19770000874996185,0.35780003666877747,0.06050000339746475,0,0.5082000494003296,0.17960001528263092,0.44230005145072937,0.08810000121593475,0.05300000309944153
2021-02-12 16:33:37,0.17470000684261322,0.34040001034736633,0.07690000534057617,0,0.4637000262737274,0.16850000619888306,0.40400001406669617,0.09240000694990158,0.04090000316500664
2021-02-12 16:48:01,0.18130001425743103,0.3482000231742859,0.0763000100851059,0,0.4967000484466553,0.18219999969005585,0.3946000337600708,0.09380000829696655,0.0650000050663948
