DateTime,"WEAVER_WN2_ACTIVE_POWER","WEAVER_WN4_ACTIVE_POWER","WEAVER_WN5_ACTIVE_POWER","WEAVER_WS3_ACTIVE_POWER","WEAVER_WS4_ACTIVE_POWER","WEAVER_WS5_ACTIVE_POWER"
2021-02-12 00:00:01,0.7584000825881958,0.6990000605583191,0.5986000895500183,0.3475000262260437,0.5069000124931335,0.08400000631809235
2021-02-12 00:14:25,0.823900043964386,0.653700053691864,0.5589000582695007,0.35360002517700195,0.47470003366470337,0.09230000525712967
2021-02-12 00:28:49,0.8417000770568848,0.6861000657081604,0.5968000292778015,0.36730003356933594,0.4839000105857849,0.09000000357627869
2021-02-12 00:43:13,0.7553000450134277,0.6450000405311584,0.5630000233650208,0.3412000238895416,0.46230003237724304,0.0835999995470047
2021-02-12 00:57:37,0.8431000709533691,0.6919000744819641,0.5670000314712524,0.33990001678466797,0.44220003485679626,0.0844000056385994
2021-02-12 01:12:01,0.7560000419616699,0.6454000473022461,0.5963000059127808,0.3553999960422516,0.47300001978874207,0.10490000993013382
2021-02-12 01:26:25,0.8485000133514404,0.6802999973297119,0.5624000430107117,0.3627000153064728,0.4544000029563904,0.08970000594854355
2021-02-12 01:40:49,0.7532000541687012,0.6411000490188599,0.5832000374794006,0.33990001678466797,0.47300001978874207,0.08320000767707825
2021-02-12 01:55:13,0.8325000405311584,0.6354000568389893,0.5806000828742981,0.3540000021457672,0.4790000319480896,0.08290000259876251
2021-02-12 02:09:37,0.7559000849723816,0.6657000184059143,0.5519000291824341,0.3427000343799591,0.4613000452518463,0.08780000358819962
2021-02-12 02:24:01,0.8284000754356384,0.6457000374794006,0.5439000725746155,0.352400004863739,0.47060003876686096,0.08700000494718552
2021-02-12 02:38:25,0.7319000363349915,0.635200023651123,0.5634000301361084,0.33830001950263977,0.45520004630088806,0.08210000395774841
2021-02-12 02:52:49,0.7402000427246094,0.634100079536438,0.5453000068664551,0.3400000035762787,0.4622000455856323,0.0828000083565712
2021-02-12 03:07:13,0.8106001019477844,0.6559000611305237,0.5751000642776489,0.34850001335144043,0.44140002131462097,0.08920001238584518
2021-02-12 03:21:37,0.8094000816345215,0.6698000431060791,0.5728000402450562,0.3475000262260437,0.44620004296302795,0.08780000358819962
2021-02-12 03:36:01,0.7404000759124756,0.6398000121116638,0.5418000221252441,0.3343999981880188,0.4335000216960907,0.08250000327825546
