DateTime,"WEAVER_WE16_ACTIVE_POWER","WEAVER_WW16_ACTIVE_POWER"
2021-02-12 00:00:01,0.056400004774332047,0.32739999890327454
2021-02-12 00:14:25,0.06130000203847885,0.3883000314235687
2021-02-12 00:28:49,0.06120000407099724,0.3303000330924988
2021-02-12 00:43:13,0.05320000275969505,0.3871000111103058
2021-02-12 00:57:37,0.05380000174045563,0.3313000202178955
2021-02-12 01:12:01,0.05690000578761101,0.3790000081062317
2021-02-12 01:26:25,0.05350000411272049,0.3823000490665436
2021-02-12 01:40:49,0.05080000311136246,0.3303000330924988
2021-02-12 01:55:13,0.05020000413060188,0.324800044298172
2021-02-12 02:09:37,0.05430000275373459,0.3776000142097473
2021-02-12 02:24:01,0.053700003772974014,0.318200021982193
2021-02-12 02:38:25,0.04990000277757645,0.3720000088214874
2021-02-12 02:52:49,0.0544000044465065,0.37450000643730164
2021-02-12 03:07:13,0.05050000175833702,0.3181000351905823
2021-02-12 03:21:37,0.054100003093481064,0.31950002908706665
2021-02-12 03:36:01,0.050700001418590546,0.3717000186443329
2021-02-12 03:50:25,0.0536000058054924,0.3758000433444977
2021-02-12 04:04:49,0.05040000379085541,0.3199000060558319
2021-02-12 04:19:13,0.05040000379085541,0.3135000169277191
2021-02-12 04:33:37,0.05430000275373459,0.37560001015663147
2021-02-12 04:48:01,0.05060000345110893,0.37150001525878906
2021-02-12 05:02:25,0.05400000140070915,0.31940001249313354
2021-02-12 05:16:49,0.05320000275969505,0.31700000166893005
2021-02-12 05:31:13,0.05090000480413437,0.36990001797676086
2021-02-12 05:45:37,0.05020000413060188,0.3249000012874603
2021-02-12 06:00:01,0.09360000491142273,0.38190001249313354
2021-02-12 06:14:25,0.08270000666379929,0.32680004835128784
2021-02-12 06:28:49,0.08970000594854355,0.3778000473976135
2021-02-12 06:43:13,0.09870000928640366,0.33160001039505005
2021-02-12 06:57:37,0.0877000093460083,0.37800002098083496
2021-02-12 07:12:01,0.09410000592470169,0.3939000070095062
2021-02-12 07:26:25,0.08470001071691513,0.33660003542900085
2021-02-12 07:40:49,0.0877000093460083,0.4321000277996063
2021-02-12 07:55:13,0.081200011074543,0.33830001950263977
2021-02-12 08:09:37,0.08310000598430634,0.4238000512123108
2021-02-12 08:24:01,0.08950000256299973,0.3440000116825104
2021-02-12 08:38:25,0.08380001038312912,0.35270002484321594
2021-02-12 08:52:49,0.09060000628232956,0.406000018119812
2021-02-12 09:07:13,0.08420000970363617,0.40630003809928894
2021-02-12 09:21:37,0.09270001202821732,0.35740000009536743
2021-02-12 09:36:01,0.09640000760555267,0.3622000217437744
2021-02-12 09:50:25,0.0877000093460083,0.42100003361701965
2021-02-12 10:04:49,0.09430000931024551,0.35510003566741943
2021-02-12 10:19:13,0.08880000561475754,0.4140000343322754
2021-02-12 10:33:37,0.08860000222921371,0.35989999771118164
2021-02-12 10:48:01,0.10520000755786896,0.40470004081726074
2021-02-12 11:02:25,0.10470000654459,0.36330002546310425
2021-02-12 11:16:49,0.09480001032352448,0.41130003333091736
2021-02-12 11:31:13,0.09910000115633011,0.42510002851486206
2021-02-12 11:45:37,0.0942000076174736,0.3643999993801117
2021-02-12 12:00:01,0.09970001131296158,0.42100003361701965
2021-02-12 12:14:25,0.09220001101493835,0.3621000349521637
2021-02-12 12:28:49,0.09530000388622284,0.3627000153064728
2021-02-12 12:43:13,0.07910000532865524,0.4180000126361847
2021-02-12 12:57:37,0.08430000394582748,0.3622000217437744
2021-02-12 13:12:01,0.07670000940561295,0.430400013923645
2021-02-12 13:26:25,0.07690000534057617,0.42090001702308655
2021-02-12 13:40:49,0.10020001232624054,0.36240002512931824
2021-02-12 13:55:13,0.09870000928640366,0.3703000247478485
2021-02-12 14:09:37,0.08260000497102737,0.435200035572052
2021-02-12 14:24:01,0.08250000327825546,0.42750000953674316
2021-02-12 14:38:25,0.08640000224113464,0.3623000383377075
2021-02-12 14:52:49,0.08520001173019409,0.4350000321865082
2021-02-12 15:07:13,0.09120000898838043,0.35930004715919495
2021-02-12 15:21:37,0.08970000594854355,0.4158000349998474
2021-02-12 15:36:01,0.08650000393390656,0.3603000342845917
2021-02-12 15:50:25,0.08540000766515732,0.35530003905296326
2021-02-12 16:04:49,0.1104000061750412,0.41350001096725464
2021-02-12 16:19:13,0.08480000495910645,0.40810003876686096
2021-02-12 16:33:37,0.10980001091957092,0.35440000891685486
2021-02-12 16:48:01,0.10760000348091125,0.4028000235557556
2021-02-12 17:02:25,0.08410000056028366,0.34390002489089966
2021-02-12 17:16:49,0.0860000029206276,0.3743000328540802
2021-02-12 17:31:13,0.09370000660419464,0.35010001063346863
2021-02-12 17:45:37,0.09530000388622284,0.3482000231742859
2021-02-12 18:00:01,0.08790000528097153,0.38850000500679016
2021-02-12 18:14:25,0.0869000032544136,0.3451000154018402
2021-02-12 18:28:49,0.09100000560283661,0.3685000240802765
2021-02-12 18:43:13,0.09260000288486481,0.3896000385284424
2021-02-12 18:57:37,0.08460000157356262,0.3411000370979309
2021-02-12 19:12:01,0.08560000360012054,0.3995000123977661
2021-02-12 19:26:25,0.09150000661611557,0.33740001916885376
2021-02-12 19:40:49,0.0925000011920929,0.3997000455856323
2021-02-12 19:55:13,0.08720000833272934,0.3321000337600708
2021-02-12 20:09:37,0.08410000056028366,0.33390000462532043
2021-02-12 20:24:01,0.09060000628232956,0.39030003547668457
2021-02-12 20:38:25,0.08380001038312912,0.3306000232696533
2021-02-12 20:52:49,0.08740000426769257,0.3839000165462494
2021-02-12 21:07:13,0.09020000696182251,0.38430002331733704
2021-02-12 21:21:37,0.08400000631809235,0.3286000192165375
2021-02-12 21:36:01,0.0869000032544136,0.3831000328063965
2021-02-12 21:50:25,0.06130000203847885,0.33390000462532043
2021-02-12 22:04:49,0.060200002044439316,0.38200002908706665
2021-02-12 22:19:13,0.06650000065565109,0.33100003004074097
2021-02-12 22:33:37,0.06080000102519989,0.334600031375885
2021-02-12 22:48:01,0.06760000437498093,0.37450000643730164
2021-02-12 23:02:25,0.0642000064253807,0.37710002064704895
2021-02-12 23:16:49,0.06850000470876694,0.32739999890327454
2021-02-12 23:31:13,0.06260000169277191,0.35630002617836
2021-02-12 23:45:37,0.0682000070810318,0.3298000395298004
2021-02-13 00:00:01,0.066600002348423,0.3801000118255615
