timestamp,value,tag,human_timestamp
1609480800000,478.0,CAL_E_TBU_CD,2021-01-01 06:00:00+00:00
1609484400000,20.0,CAL_E_TBU_CD,2021-01-01 07:00:00+00:00
1609488000000,41.0,CAL_E_TBU_CD,2021-01-01 08:00:00+00:00
1609491600000,61.0,CAL_E_TBU_CD,2021-01-01 09:00:00+00:00
1609495200000,81.0,CAL_E_TBU_CD,2021-01-01 10:00:00+00:00
1609498800000,102.0,CAL_E_TBU_CD,2021-01-01 11:00:00+00:00
1609502400000,122.0,CAL_E_TBU_CD,2021-01-01 12:00:00+00:00
1609506000000,142.0,CAL_E_TBU_CD,2021-01-01 13:00:00+00:00
1609509600000,162.0,CAL_E_TBU_CD,2021-01-01 14:00:00+00:00
1609513200000,182.0,CAL_E_TBU_CD,2021-01-01 15:00:00+00:00
1609516800000,202.0,CAL_E_TBU_CD,2021-01-01 16:00:00+00:00
1609520400000,222.0,CAL_E_TBU_CD,2021-01-01 17:00:00+00:00
1609524000000,243.0,CAL_E_TBU_CD,2021-01-01 18:00:00+00:00
1609527600000,263.0,CAL_E_TBU_CD,2021-01-01 19:00:00+00:00
1609531200000,283.0,CAL_E_TBU_CD,2021-01-01 20:00:00+00:00
1609534800000,303.0,CAL_E_TBU_CD,2021-01-01 21:00:00+00:00
1609538400000,324.0,CAL_E_TBU_CD,2021-01-01 22:00:00+00:00
1609542000000,344.0,CAL_E_TBU_CD,2021-01-01 23:00:00+00:00
1609545600000,364.0,CAL_E_TBU_CD,2021-01-02 00:00:00+00:00
1609549200000,384.0,CAL_E_TBU_CD,2021-01-02 01:00:00+00:00
1609552800000,404.0,CAL_E_TBU_CD,2021-01-02 02:00:00+00:00
1609556400000,425.0,CAL_E_TBU_CD,2021-01-02 03:00:00+00:00
1609560000000,445.0,CAL_E_TBU_CD,2021-01-02 04:00:00+00:00
1609563600000,465.0,CAL_E_TBU_CD,2021-01-02 05:00:00+00:00
1609567200000,485.0,CAL_E_TBU_CD,2021-01-02 06:00:00+00:00
1609570800000,21.0,CAL_E_TBU_CD,2021-01-02 07:00:00+00:00
1609574400000,41.0,CAL_E_TBU_CD,2021-01-02 08:00:00+00:00
1609578000000,61.0,CAL_E_TBU_CD,2021-01-02 09:00:00+00:00
1609581600000,82.0,CAL_E_TBU_CD,2021-01-02 10:00:00+00:00
1609585200000,102.0,CAL_E_TBU_CD,2021-01-02 11:00:00+00:00
1609588800000,123.0,CAL_E_TBU_CD,2021-01-02 12:00:00+00:00
1609592400000,143.0,CAL_E_TBU_CD,2021-01-02 13:00:00+00:00
1609596000000,164.0,CAL_E_TBU_CD,2021-01-02 14:00:00+00:00
1609599600000,185.0,CAL_E_TBU_CD,2021-01-02 15:00:00+00:00
1609603200000,205.0,CAL_E_TBU_CD,2021-01-02 16:00:00+00:00
1609606800000,226.0,CAL_E_TBU_CD,2021-01-02 17:00:00+00:00
1609610400000,246.0,CAL_E_TBU_CD,2021-01-02 18:00:00+00:00
1609614000000,267.0,CAL_E_TBU_CD,2021-01-02 19:00:00+00:00
1609617600000,287.0,CAL_E_TBU_CD,2021-01-02 20:00:00+00:00
1609621200000,308.0,CAL_E_TBU_CD,2021-01-02 21:00:00+00:00
1609624800000,328.0,CAL_E_TBU_CD,2021-01-02 22:00:00+00:00
1609628400000,348.0,CAL_E_TBU_CD,2021-01-02 23:00:00+00:00
1609632000000,368.0,CAL_E_TBU_CD,2021-01-03 00:00:00+00:00
1609635600000,389.0,CAL_E_TBU_CD,2021-01-03 01:00:00+00:00
1609639200000,409.0,CAL_E_TBU_CD,2021-01-03 02:00:00+00:00
1609642800000,429.0,CAL_E_TBU_CD,2021-01-03 03:00:00+00:00
1609646400000,449.0,CAL_E_TBU_CD,2021-01-03 04:00:00+00:00
