,temp,feelslike,dew,humidity,precip,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,month,day,time,onefourtyfive_ago,onethirty_ago,onefifteen_ago,one_ago,fourtyfive_ago,thirty_ago,fifteen_ago,Percent Output
160,-0.6624149400827262,-0.6126147554639396,-0.3382047558992108,0.41124483261812067,-0.09736502153830026,-0.41797072610855995,0.0386075075745847,0.4751285148740702,1.1897120883294314,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.7078346905642896,1.5187468096571628,-0.6524099428666743,-0.6524897198834403,-0.6471454686270688,-0.6538855571243835,-0.6527071812285952,-0.6524798443546768,-0.6523088543538882,-0.0011132351287529523
176,-0.7221723451841402,-0.6661917288465343,-0.28181182224946777,0.6466508089214204,-0.09736502153830026,-1.311050641706443,1.2379746217757153,0.4751285148740702,1.1897120883294314,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.7078346905642896,1.6632877409689544,-0.6523540938396917,-0.647017392500047,-0.6538462851864149,-0.6527686826524992,-0.6525396440147105,-0.6523681487629112,-0.6524205540868537,-0.0011469695265939508
192,-0.7699782692652717,-0.7090533075526102,-0.28181182224946777,0.7624780522419682,-0.09736502153830026,-0.0661513654184847,0.25244815584300334,0.3237186113734164,0.2996261670789215,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-1.6611536792022503,-0.6468808891954093,-0.6537182015409368,-0.6527294824265238,-0.6526011514817165,-0.6524279525387876,-0.6524798443546768,-0.6525881036863022,-0.0011582143258742836
208,-0.7699782692652717,-0.7090533075526102,-0.28181182224946777,0.769512095358601,-0.09736502153830026,-0.20146650414543665,0.28034041431279705,0.17230870787276256,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-1.5166127478904587,-0.6535827724333062,-0.6526014000341219,-0.6525619620125401,-0.6524894640345281,-0.6525396440147105,-0.6526473877423254,-0.652643953552785,-0.0011357247273136178
224,-0.7580267882449887,-0.6983379128760911,-0.28181182224946777,0.7343418797754386,-0.09736502153830026,-0.39090769836316946,0.34542235074231575,0.0057578140220399246,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-1.3720718165786674,-0.6524657918936567,-0.6524338798080996,-0.6524502817365511,-0.6526011514817165,-0.6527071812285952,-0.6527032355382083,-0.6525322538198194,-0.0011469695265939506
240,-0.7580267882449887,-0.6983379128760911,-0.28181182224946777,0.7329350711521121,-0.09736502153830026,-0.36384467061777914,0.31753009227252205,-0.206216050878872,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-1.2275308852668758,-0.6522982448127093,-0.6523221996574181,-0.6525619620125401,-0.6527686826524992,-0.6527630269665566,-0.6525915399464426,-0.6525881036863022,-0.0011807039244349491
256,-0.7580267882449887,-0.6983379128760911,-0.30060946679938194,0.6972959193611741,-0.09736502153830026,-1.256924586215662,-1.012000894787646,-0.35762595437952577,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-1.0829899539550842,-0.6521865467587443,-0.6524338798080996,-0.6527294824265238,-0.6528245263760935,-0.6526513354906337,-0.6526473877423254,-0.6527556532857506,-0.001135724727313618
272,-0.7580267882449887,-0.6983379128760911,-0.28181182224946777,0.7343418797754386,-0.09736502153830026,-0.7156640313078542,0.41050428717183446,-0.35762595437952577,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-0.9384490226432928,-0.6522982448127093,-0.6526014000341219,-0.6527853225645184,-0.6527128389289051,-0.6527071812285952,-0.652814931129974,-0.6525322538198194,-0.0011019903294726193
288,-0.7460753072247057,-0.6876225181995721,-0.2191530070830865,0.8543895489659662,-0.09736502153830026,-0.6615379758170734,0.3640171897221783,-0.342484964029457,1.2506768774561785,-0.5127981786632871,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-0.7939080913315013,-0.6524657918936567,-0.6526572401094627,-0.6526736422885293,-0.6527686826524992,-0.6528747184424796,-0.6525915399464426,-0.652364704220371,-0.0010795007309119535
304,-0.7580267882449887,-0.6983379128760911,-0.162760073433343,1.0124210509863085,-0.09736502153830026,-0.282655587381608,0.503478482071147,-0.40304892542971504,1.2506768774561785,-0.5683400836541358,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-0.6493671600197098,-0.6525216409206392,-0.6525455599587812,-0.6527294824265238,-0.6529362138232818,-0.6526513354906337,-0.652423996558794,-0.6522530044874054,-0.0016192510963679305
320,-0.7580267882449887,-0.6983379128760911,-0.08756949523368578,1.1976508530576302,-0.09736502153830026,-0.5262228370901214,0.5685604185006656,-0.2819210026291989,1.2506768774561785,-2.3456810433612656,-0.6029725522764182,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-0.5048262287079183,-0.6524099428666743,-0.6526014000341219,-0.6528970028405074,-0.6527128389289051,-0.6524837982767491,-0.6523123009670283,-0.6549337980785797,0.008995839424266277
336,-0.6803421616131506,-0.6286878474787183,-0.024910680067304514,1.1662321271366718,-0.09736502153830026,-0.4991598093447311,0.6894268718697718,-0.2213570412289408,1.2506768774561785,-2.4012229483521135,-0.4999725613628374,-0.5364203312972504,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-0.3602852973961268,-0.6524657918936567,-0.6527689202601441,-0.6526736422885293,-0.6525453077581223,-0.6523721068008261,-0.6549929951694056,-0.6022115241188191,0.03917688069267963
352,-0.5608273514103225,-0.521533900713529,0.09414106874881979,1.1413785081245704,-0.09736502153830026,-0.6886010035624638,0.6150475159503218,-0.25163902192906124,1.2506768774561785,-1.6791781834710917,-0.1950925882586381,-0.19331864565898046,-0.22704291429046686,1.3451764267034303,0.8205746943433062,-0.21574436608433528,-0.6526333389746042,-0.6525455599587812,-0.6525061218745456,-0.6524336203109339,-0.6550527022229782,-0.602272675855985,-0.4523104824789915,0.19661531541661978
368,-0.22021014233226216,-0.21614515243273957,0.1881292914983917,0.5678695260151371,-0.09736502153830026,0.39392010625315177,0.7638062277892218,-0.2970619929792677,1.2506768774561785,0.3758723011902779,0.4970673506806252,0.4928847256175594,0.5892216873289405,1.3451764267034303,0.8205746943433062,-0.07120343477254376,-0.6524099428666743,-0.6523780397327589,-0.6523944415985565,-0.6551141190434562,-0.6023343255873205,-0.45237719170638646,0.32964349814665145,0.285269312942764
384,0.09052836419509114,0.062455109156752606,0.22572458059822054,0.043598845722130304,-0.09736502153830026,0.23154193978080953,0.7080217108496343,-0.5544588289303689,-0.17589918810970703,0.3758723011902779,1.1274272950717399,1.1790880968940993,0.9973539881386442,1.3451764267034303,0.8205746943433062,0.07333749653924775,-0.6522423957857267,-0.6522663595820773,-0.6550747682222949,-0.6023976439705183,-0.45244436489864964,0.32954779844954796,0.7699638454970245,0.4569886427527269
400,0.32955798460074737,0.2767630026871311,0.10667283178209622,-0.5331926898417317,-0.09736502153830026,0.09622680105385756,0.6894268718697718,-0.8572786359316765,-0.9123538407608137,0.3758723011902779,1.461147265631742,1.4078225539862792,1.405486288948348,1.3451764267034303,0.8205746943433062,0.21787842785103925,-0.6521306977317619,-0.6549466831984333,-0.6023616779554393,-0.4525130898436486,0.32945181230033704,0.769851821190023,1.6228471565558202,0.5632070167547509
416,0.4729757568441406,0.40534773880535774,-0.162760073433343,-1.0701246477446769,-0.09736502153830026,0.8539915779247887,1.0241339735072967,-1.038970520132468,-0.9123538407608137,0.3758723011902779,1.5847472547280388,1.6365570110784593,1.405486288948348,1.3451764267034303,0.8205746943433062,0.36241935916283075,-0.6548114510269206,-0.6022336520767663,-0.45248674757806573,0.32935488419893855,0.7697396103888176,1.6227035121171909,2.1504049953523223,0.5383447655459351
432,0.5745633455165448,0.49642859355576874,-0.6327011871812025,-1.6417578850230083,-0.09736502153830026,1.0704957998879117,1.1728926853461965,-1.1298164622328637,-0.9806344045827707,0.3758723011902779,1.3869872721739636,1.4078225539862792,1.405486288948348,1.3451764267034303,0.8205746943433062,0.5069602904746222,-0.6020899695554652,-0.45235888986219613,0.3293310244836357,0.7696268010157202,1.6225598747989118,2.1502417920266943,2.0269209405588584,0.4438434723940178
448,0.5745633455165448,0.49642859355576874,-0.7768164620638797,-1.7594608731746586,-0.09736502153830026,0.3397940507623712,1.228677202285784,-1.0995344815327261,-0.9123538407608137,0.3758723011902779,0.7483873285097625,0.7216191827097393,0.5892216873289405,1.3451764267034303,0.8205746943433062,0.6515012217864138,-0.45219118113450546,0.32945800498362976,0.7695746724326721,1.6224163040229589,2.1500787155832577,2.0267623153296896,1.5575586626374303,0.18442595299673906
464,0.3833396491920195,0.3249822787314658,-0.7517529359973272,-1.590643838375479,-0.09736502153830026,-0.5532858648355119,1.2193797827958528,-1.114675471882795,-0.6977577830346634,0.3758723011902779,-0.13741259334703282,-0.07895141711289051,-0.22704291429046686,1.3451764267034303,0.8205746943433062,0.7960421530982053,0.32975104564711094,0.7697011589700947,1.6223094197474528,2.1499161170939023,2.026603788950378,1.5574174387301265,0.26910224287929974,0.017148318902507592
480,-0.14850125621056512,-0.15185278437362587,-0.7642846990306033,-1.084661670185717,-0.09736502153830026,-1.662870002396518,-1.4489796108144144,-0.9935475490822787,-0.6977577830346634,0.3758723011902779,-0.5864925537302453,-0.5364203312972504,-0.6351752151001705,1.3451764267034303,0.8205746943433062,0.9405830844099968,0.7700647743769351,1.622434949498672,2.1497753632439767,2.0264456442270964,1.5572762071219162,0.26900878771252723,-0.5617203709187911,-0.0010682559316316207
496,-0.3875308766162214,-0.36616067790400436,-0.6890941208309459,-0.6799697228754626,-0.09736502153830026,-1.3651766971972237,1.5168972064736526,-0.9178425973319518,-0.6977577830346634,0.3758723011902779,-0.35577257408382423,-0.3076858742050705,-0.22704291429046686,1.3451764267034303,0.8205746943433062,1.0851240157217883,1.6229352654262934,2.1499003011673867,2.026312818138026,1.557134991141323,0.2689150323500695,-0.5617830238409108,-0.6521971546209225,-0.001045766333070955
512,-0.5010699463089084,-0.4679569273309344,-0.6577647132477553,-0.4605075776365298,-0.09736502153830026,-1.311050641706443,1.4797075285139276,-0.8421376455816248,-0.6977577830346634,0.3758723011902779,-0.6441725486418506,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,1.2296649470335799,2.1504851743027413,2.0264378945889914,1.5570322984318232,0.2688202878228112,-0.5618461655652317,-0.6522564531711454,-0.652085454887957,-0.001135724727313618
528,-0.5010699463089084,-0.4679569273309344,-0.701625883864222,-0.5313169450106299,-0.09736502153830026,-0.5803488925809023,1.4518152700441338,-0.766432693831298,-0.6977577830346634,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,1.3742058783453712,2.0270029756444923,1.5571579014253365,0.26880031489754336,-0.5619109443647133,-0.6523162610628646,-0.6521447575793797,-0.6525322538198194,-0.0011469695265939508
544,-0.7161966046739987,-0.6608340315082748,-0.7705505805472415,-0.3010692669928606,-0.09736502153830026,-0.634474948071683,1.2937591387153027,-0.7512917034812292,-0.9123538407608137,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,1.5187468096571628,1.5576477528837815,0.2689273633142583,-0.5618775779093902,-0.6523777765873398,-0.6522045695869416,-0.6525915399464426,-0.6525881036863022,-0.0011807039244349493
560,-0.9791291871202209,-0.8965727143916914,-0.6765623577976695,0.371385254957203,-0.09736502153830026,-0.634474948071683,1.535492045453515,-0.6755867517309022,-0.7879856709422495,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,1.6632877409689544,0.2692107003981097,-0.5617495974547233,-0.652338601460562,-0.6522660891401513,-0.6526513354906337,-0.6526473877423254,-0.6527556532857506,-0.0012706623186776122
576,-1.056813813752059,-0.9662227797890642,-0.7329552914474126,0.41171376882589644,-0.09736502153830026,-1.175735502979491,1.526194625963584,-0.7210097227810915,-0.7879856709422495,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-1.6611536792022503,-0.5615994249931717,-0.6522105195067367,-0.6522269211845729,-0.6527128389289051,-0.6527071812285952,-0.652814931129974,-0.653202452217613,-0.001281907117957945
592,-1.056813813752059,-0.9662227797890642,-0.7517529359973272,0.37982610669716227,-0.09736502153830026,-1.662870002396518,-1.4489796108144144,-0.8118556648814872,-0.8733363757196956,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-1.5166127478904587,-0.6520748487047794,-0.6520988393560552,-0.6526736422885293,-0.6527686826524992,-0.6528747184424796,-0.653261713497037,-0.6532583020840957,-0.0013043967165186105
608,-0.8835173389579584,-0.8108495569795399,-0.8394752772302609,-0.1416309563491911,-0.09736502153830026,-1.0133573365071484,-1.4489796108144144,-0.8875606166318142,-0.6587403179935453,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-1.3720718165786674,-0.6519631506508144,-0.6525455599587812,-0.6527294824265238,-0.6529362138232818,-0.6533214843461717,-0.6533175612929197,-0.6533700018170613,-0.0012481727201169464
624,-0.9432747440593724,-0.8644265303621346,-0.8457411587468991,-0.038464990638581796,-0.09736502153830026,-1.0133573365071484,1.4332204310642713,-0.8572786359316765,-0.6977577830346634,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-1.2275308852668758,-0.6524099428666743,-0.6526014000341219,-0.6528970028405074,-0.6533829636120355,-0.6533773300841331,-0.6534292568846854,-0.6530907524846474,-0.0012481727201169462
640,-0.9492504845695139,-0.8697842277003941,-0.9835905521129376,-0.2710573496952287,-0.09736502153830026,-0.5532858648355119,1.3216513971850965,-0.9329835876820034,-0.6977577830346634,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-1.0829899539550842,-0.6524657918936567,-0.6527689202601441,-0.6533437239444639,-0.6534388073356298,-0.6534890215600562,-0.6531500179052713,-0.6530907524846474,-0.0011807039244349493
656,-1.026935111201352,-0.9394342930977669,-0.9647929075630234,-0.10130244248049833,-0.09736502153830026,-0.5532858648355119,1.4518152700441338,-0.9178425973319518,-1.0367220105793782,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-0.9384490226432928,-0.6526333389746042,-0.6532156408628701,-0.6533995640824585,-0.6535504947828181,-0.6532097928702487,-0.6531500179052713,-0.6527556532857506,-0.0011807039244349493
672,-1.0627895542622006,-0.9715804771273238,-1.0399834857626806,-0.16554670294574172,-0.09736502153830026,-0.6886010035624638,-1.4489796108144144,-0.8724196262817453,-1.0269676443190985,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-0.7939080913315013,-0.6530801311904639,-0.6532714809382109,-0.6535112443584475,-0.6532712761648471,-0.6532097928702487,-0.652814931129974,-0.6527556532857506,-0.0011582143258742836
688,-1.2719404721171497,-1.1590998839664048,-1.0274517227294047,0.25462013922110427,-0.09736502153830026,-1.446365780433395,1.5447894649434464,-0.8269966552315561,-0.9123538407608137,0.3758723011902779,-0.6318125497322209,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-0.6493671600197098,-0.6531359802174465,-0.6533831610888924,-0.6532320436684749,-0.6532712761648471,-0.6528747184424796,-0.652814931129974,-0.652643953552785,-0.0022939390531879016
704,-1.3257221367084222,-1.20731916001074,-0.8645388032968133,0.7282457090743574,-0.09736502153830026,-1.5816809191603467,1.7772249521917274,-0.6907277420809711,-0.9123538407608137,0.3758723011902779,-0.5205725595455536,-0.5364203312972504,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-0.5048262287079183,-0.6532476782714113,-0.6531039607121887,-0.6532320436684749,-0.6529362138232818,-0.6528747184424796,-0.6527032355382083,-0.6582847900675475,0.09200494771168335
720,-0.9492504845695139,-0.8697842277003941,-0.7141576468974984,0.23164226504010513,-0.09736502153830026,-1.662870002396518,-1.4489796108144144,-0.6907277420809711,-0.9123538407608137,0.3758723011902779,-0.14153259298357607,-0.19331864565898046,-0.22704291429046686,1.3451764267034303,0.9333146981223228,-0.3602852973961268,-0.652968433136499,-0.6531039607121887,-0.6528970028405074,-0.6529362138232818,-0.6527630269665566,-0.6583438629223772,-0.1899278097428104,0.1569773979534465
736,-0.554851610900181,-0.5161762033752695,-0.7768164620638797,-0.5688318416326695,-0.09736502153830026,-1.662870002396518,-1.4489796108144144,-0.6907277420809711,-0.6977577830346634,0.3758723011902779,0.48882735140753875,0.4928847256175594,0.5892216873289405,1.3451764267034303,0.9333146981223228,-0.21574436608433528,-0.652968433136499,-0.6527689202601441,-0.6528970028405074,-0.6528245263760935,-0.6584034465006683,-0.19000424664870622,0.13277271879479147,0.36712020690430675
752,-0.08276811059900997,-0.0929181136527721,-0.6953600023475838,-1.0757518822379826,-0.09736502153830026,-0.905105225525587,1.3960307531045464,-0.7815736841813496,-0.6977577830346634,0.3758723011902779,0.6206673397769222,0.6072519541636495,0.5892216873289405,1.3451764267034303,0.9333146981223228,-0.07120343477254376,-0.6526333389746042,-0.6527689202601441,-0.6527853225645184,-0.6584647424591089,-0.19008108795551407,0.13268431796246355,1.176495023625305,0.49438884515911397
768,0.29370354153989847,0.24461681865757387,-0.7517529359973272,-1.5095178744303182,-0.09736502153830026,0.6104243282162751,0.029310088084653452,-1.0238295297823992,-0.6977577830346634,0.3758723011902779,0.9296673125176648,0.9503536398019192,0.9973539881386442,1.3451764267034303,0.9333146981223228,0.07333749653924775,-0.6526333389746042,-0.6526572401094627,-0.658425176501968,-0.19015927639803212,0.13259558598604324,1.176367927421367,1.8086038124776038,0.28727088721466326
784,0.3833396491920195,0.3249822787314658,-0.9209317369465564,-1.738358743824761,-0.09736502153830026,0.28566799527159037,0.5220733210510095,-1.175239433283053,-0.6367929939079162,0.3758723011902779,0.8761073172426027,0.8359864112558294,0.9973539881386442,1.3451764267034303,0.9333146981223228,0.21787842785103925,-0.6525216409206392,-0.6582970877188782,-0.19014977927966742,0.132505758529335,1.1762407370105892,1.808453281223586,0.7799051217309626,0.1819296075565051
800,0.2757763200094744,0.22854372664279562,-0.7580188175139649,-1.5057663847681142,-0.09736502153830026,0.7186764391978367,0.28034041431279705,-1.3417903271337757,-0.6367929939079162,0.3758723011902779,0.23338737394185824,0.2641502685253795,0.18108938651923684,1.3451764267034303,0.9333146981223228,0.36241935916283075,-0.658162392645869,-0.1900222159113575,0.13249453805284522,1.1761132650580024,1.808302799258867,0.7797927288571724,0.2567035725201185,0.24421455077026877
816,0.3654124276615955,0.30890918671668754,-0.6640305947643931,-1.4968565968203797,-0.09736502153830026,0.6374873559616654,0.5406681600308719,-1.4780592402843606,-0.6367929939079162,0.3758723011902779,0.740147329236676,0.7216191827097393,0.5892216873289405,1.3451764267034303,0.9333146981223228,0.5069602904746222,-0.18981245237084318,0.13262173940748975,1.176035036895005,1.8081525286973141,0.779680151745965,0.25661057702653184,0.566055982968332,0.36568087259642423
832,0.31760650358046444,0.266047608010612,-0.745487054480689,-1.527337450325787,-0.09736502153830026,0.20447891203541924,0.2989352532926595,-1.5840461727348252,-0.6977577830346634,0.3758723011902779,0.5094273495902549,0.4928847256175594,0.5892216873289405,1.3451764267034303,0.9333146981223228,0.6515012217864138,0.13288322553389062,1.1761610673754062,1.808033718717328,0.7795669838154905,0.25651727852261585,0.5659515184216981,1.1693462407155073,0.191420218149106
848,0.1443100287863633,0.11067438520108731,-0.60763766111465,-1.224873596310591,-0.09736502153830026,-0.039088337673094393,0.22455589737320958,-1.5840461727348252,-0.6977577830346634,0.3758723011902779,-0.1827325893490084,-0.19331864565898046,-0.22704291429046686,1.3451764267034303,0.9333146981223228,0.7960421530982053,1.1765898417823621,1.8081590400820033,0.7795142169957022,0.2564229811848955,0.5658468210913745,1.1692194095483612,0.30384085983159914,0.02716743506128415
864,-0.17837995876127213,-0.17864127106492317,-0.5136494383650781,-0.7235807901985839,-0.09736502153830026,-0.7156640313078542,-0.045069267834796506,-1.5689051823847564,-0.8611434178943461,0.3758723011902779,-0.5658925555475292,-0.5364203312972504,-0.6351752151001705,1.3451764267034303,0.9333146981223228,0.9405830844099968,1.8086891291700018,0.7796406923807482,0.2564038042627529,0.5657413661732458,1.1690924825515174,0.3037461167516663,-0.511958139882619,-0.0011582143258742836
880,-0.2381373638626862,-0.2322182444475178,-0.46978826774861154,-0.5735212037104246,-0.09736502153830026,-0.905105225525587,-0.9190266998883335,-1.5386232016846186,-0.6977577830346634,0.3758723011902779,-0.351652574447281,-0.3076858742050705,-0.22704291429046686,1.3451764267034303,0.9333146981223228,1.0851240157217883,0.7800059011798156,0.2565308665886118,0.5657023286145683,1.1689652684379435,0.30365108136212327,-0.5120226377092819,-0.652643953552785,-0.0011469695265939506
896,-0.30984624998438326,-0.29651061250663147,-0.39459768954895386,-0.3442113981082061,-0.09736502153830026,-0.3367816428723886,0.3640171897221783,-1.4780592402843606,-0.6977577830346634,0.3758723011902779,-0.6441725486418506,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,1.2296649470335799,0.2568122164080002,0.5658290439010203,1.168887499231703,0.3035550838984118,-0.5120876130415336,-0.6527032355382083,-0.6525881036863022,-0.0012369279208366134
912,-0.3815551361060803,-0.36080298056574517,-0.26928005921619136,-0.009859881964276465,-0.09736502153830026,0.09622680105385756,0.0386075075745847,-1.4023542885340337,-0.6977577830346634,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,1.3742058783453712,0.566159976863923,1.1690135377317907,0.3035328807301534,-0.5121541866422689,-0.6527630269665566,-0.6526473877423254,-0.6530349026181644,-0.0011019903294726193
928,-0.41143383865678734,-0.3875914672570425,-0.1251647843335146,0.3329324859196125,-0.09736502153830026,-0.4450337538539503,0.17806879992355337,-1.4780592402843606,-0.6977577830346634,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,1.5187468096571628,1.169441166328606,0.30365989017620376,-0.5121240149562457,-0.6528245263760935,-0.6527071812285952,-0.6530941701093883,-0.652364704220371,-0.0010907455301922863
944,-0.39350661712636287,-0.3715183752422639,0.05654577964899139,0.6588431503235835,-0.09736502153830026,-1.040420364252539,1.2100823633059214,-1.4932002306344294,-0.6977577830346634,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,1.6632877409689544,0.30394879518120804,-0.511996090326116,-0.6527853225645184,-0.6527686826524992,-0.653153947132287,-0.652423996558794,-0.6523088543538882,-0.0011019903294726193
