,temp,feelslike,dew,humidity,precip,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,month,day,time,onefourtyfive_ago,onethirty_ago,onefifteen_ago,one_ago,fourtyfive_ago,thirty_ago,fifteen_ago,Percent Output
17880,-0.2799675474336762,-0.26972212581533417,0.488891604297022,1.3842874637522784,-0.09736502153830026,0.09622680105385756,0.3268275117624533,0.6719613894249132,1.2506768774561785,-2.7344743782972007,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,-0.08134533588882692,-1.6611536792022503,0.2707744731536187,-0.6131224667682124,-0.6516685198046274,-0.6513725895626439,-0.6515344207314036,-0.6512511928452539,-0.6513035567571978,-0.0009895423366692907
17896,-0.2799675474336762,-0.26972212581533417,0.488891604297022,1.3842874637522784,-0.09736502153830026,-0.039088337673094393,0.28034041431279705,0.6416794087247928,1.2506768774561785,-1.9568877084253309,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,-0.08134533588882692,-1.5166127478904587,-0.6129805298170476,-0.6515404386026477,-0.65133347897666,-0.6515959644570206,-0.6513110377795576,-0.6513628884370196,-0.6518062055555429,-0.000978297537388958
17912,-0.2799675474336762,-0.26972212581533417,0.5327527749134886,1.508555558812785,-0.09736502153830026,-0.039088337673094393,0.2896378338027283,0.5508334666243971,1.2506768774561785,-2.0679715184070266,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,-0.08134533588882692,-1.3720718165786674,-0.6514046603809898,-0.6512053981506032,-0.6515568395286382,-0.6513725895626439,-0.6514227292554805,-0.6518655185999653,-0.6517503556890601,-0.000978297537388958
17928,-0.26204032590325216,-0.2536490338005559,0.545284537946765,1.4865155570473365,-0.09736502153830026,0.4209831339985423,0.31753009227252205,0.44484653417393255,1.2506768774561785,-1.8458038984436351,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,-0.08134533588882692,-1.2275308852668758,-0.6510695662190948,-0.6514287584519661,-0.65133347897666,-0.6514842770098322,-0.651925340897134,-0.6518096708040825,-0.6517503556890601,-0.0009895423366692907
17944,-0.22021014233226216,-0.21614515243273957,0.545284537946765,1.3781912930511973,-0.09736502153830026,0.4209831339985423,0.28034041431279705,0.3994235631237433,1.2506768774561785,0.1537046812268864,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,-0.08134533588882692,-1.0829899539550842,-0.6512929623270247,-0.6512053981506032,-0.6514451592526491,-0.6519868705221802,-0.6518694951591726,-0.6518096708040825,-0.6518062055555429,-0.0010007871359496237
17960,-0.18435569927141404,-0.18399896840318308,0.545284537946765,1.2862797963271992,-0.09736502153830026,-0.09321439316387523,0.24315073635307208,0.35400059207355405,1.2506768774561785,-0.06846293873650511,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,-0.08134533588882692,-0.9384490226432928,-0.6510695662190948,-0.6513170783012846,-0.6519477204946001,-0.6519310267985859,-0.6518694951591726,-0.6518655185999653,-0.6518620554220258,-0.000967052738108625
17976,-0.18435569927141404,-0.18399896840318308,0.545284537946765,1.2862797963271992,-0.09736502153830026,-0.2285295318908272,0.25244815584300334,0.3691415824236056,1.2506768774561785,0.04262087124519114,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,-0.08134533588882692,-0.7939080913315013,-0.6511812642730598,-0.6518196389793514,-0.6518918803566056,-0.6519310267985859,-0.651925340897134,-0.6519213663958482,-0.6516945058225774,-0.000978297537388958
17992,-0.17240421825113109,-0.17328357372666403,0.5578163009800414,1.2867487325349751,-0.09736502153830026,0.12328982879924787,0.23385331686314084,0.38428257277367445,1.2506768774561785,0.04262087124519114,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,-0.08134533588882692,-0.6493671600197098,-0.651683905515902,-0.6517637989040106,-0.6518918803566056,-0.6519868705221802,-0.6519811866350955,-0.6517538230081996,-0.6517503556890601,-0.001124479928033285
18008,-0.17240421825113109,-0.17328357372666403,0.614209234629784,1.4166440620887877,-0.09736502153830026,0.3668570785077615,0.24315073635307208,0.38428257277367445,1.2506768774561785,-2.4012229483521135,-0.598852552639875,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,-0.08134533588882692,-0.5048262287079183,-0.6516280564889196,-0.6517637989040106,-0.6519477204946001,-0.6520427142457743,-0.6518136494212111,-0.6518096708040825,-0.6524764039533365,0.005037670077589116
18024,-0.15447699672070703,-0.15721048171188579,0.6706021682795276,1.5155896019294177,-0.09736502153830026,0.5292352449801038,0.28034041431279705,0.38428257277367445,1.2506768774561785,-3.567602953159918,-0.44641256608777535,-0.4220531027511604,-0.22704291429046686,-1.2400361154705242,-0.08134533588882692,-0.3602852973961268,-0.6516280564889196,-0.6518196389793514,-0.6520035606325947,-0.6518751830749918,-0.6518694951591726,-0.6525356921505596,-0.6218706771207637,0.0722365905768582
18040,-0.028986446007736984,-0.044698837608436626,0.6893998128294417,1.2501717083284862,-0.09736502153830026,0.7998655224340077,0.391909448191972,0.44484653417393255,1.2360453280657593,-0.235088653709048,-0.3186925773549351,-0.3076858742050705,-0.22704291429046686,-1.2400361154705242,-0.08134533588882692,-0.21574436608433528,-0.651683905515902,-0.6518754790546921,-0.6518360402186111,-0.6519310267985859,-0.652595489752672,-0.6219311000067519,-0.28811187501956786,0.09664904981446083
18056,-0.011059224477312933,-0.028625745593658394,0.7269951019292711,1.3012857549760155,-0.09736502153830026,0.5292352449801038,0.3733146092121095,0.42970554382388093,1.2506768774561785,0.32033039619943027,0.04386739066086947,0.03541581143319945,0.18108938651923684,-1.2400361154705242,-0.08134533588882692,-0.07120343477254376,-0.6517397545428845,-0.6517079588286699,-0.6518918803566056,-0.6526569952053107,-0.621992025349769,-0.2881846718107756,-0.1668618148854151,0.17102215225458225
18072,0.22199465541820226,0.18032445059846092,0.6455386422129747,0.5866269743261566,-0.09736502153830026,1.422315160577987,0.391909448191972,0.3691415824236056,1.2506768774561785,0.3758723011902779,0.03150739175123977,0.03541581143319945,0.18108938651923684,-1.2400361154705242,-0.08134533588882692,0.07333749653924775,-0.6515722074619371,-0.6517637989040106,-0.6526178021505347,-0.6220546346756816,-0.28825789529183427,-0.16693910694908462,0.20252920203180524,0.1010907455301923
18088,0.29967928205004035,0.24997451599583378,0.6893998128294417,0.5115971810820772,-0.09736502153830026,0.9081176334155693,0.41050428717183446,0.20259068857290022,1.2506768774561785,0.32033039619943027,0.2622273713976609,0.2641502685253795,0.18108938651923684,-1.2400361154705242,-0.08134533588882692,0.21787842785103925,-0.6516280564889196,-0.6524897198834403,-0.622017406529521,-0.28833254247666,-0.16701679817741374,0.20243821502015685,-0.14480111762471023,0.08740582480602724
18104,0.29370354153989847,0.24461681865757387,0.6893998128294417,0.5275410121464443,-0.09736502153830026,0.6645503837070557,0.3361249312523845,0.036039794722177575,1.2506768774561785,0.3758723011902779,0.282827369580377,0.2641502685253795,0.18108938651923684,-1.2400361154705242,-0.08134533588882692,0.36241935916283075,-0.6523540938396917,-0.6218893585967099,-0.28831674187408723,-0.16709581855362177,0.2023469126999591,-0.1448792275753546,-0.21277040513427434,0.25437984931968965
18120,0.3833396491920195,0.3249822787314658,0.6706021682795276,0.3094856755308376,-0.09736502153830026,3.04609682530141,0.3361249312523845,-0.13051109912854506,1.2506768774561785,0.3758723011902779,0.10154738557247474,0.1497830399792894,0.18108938651923684,-1.2400361154705242,-0.08134533588882692,0.5069602904746222,-0.621748827053296,-0.2881890683603942,-0.167087802287918,0.20225456929850813,-0.14495773168262058,-0.21284599516479621,0.6165442622687807,0.15077026875070282
18136,0.3713881681717374,0.31426688405494746,0.6706021682795276,0.3324635497118367,-0.09736502153830026,0.7728024946886174,0.24315073635307208,-0.19107506052880316,1.2506768774561785,0.3758723011902779,-0.07561259879888432,-0.07895141711289051,-0.22704291429046686,-1.2400361154705242,-0.08134533588882692,0.6515012217864138,-0.2879950418060323,-0.16696026479562814,0.20223887040803892,-0.14503754773390734,-0.2129219947817682,0.6164379258998043,0.10194359249628765,0.08673113684920726
18152,0.3713881681717374,0.31426688405494746,0.6643362867628898,0.3202712083096742,-0.09736502153830026,0.7998655224340077,0.25244815584300334,-0.2213570412289408,1.2506768774561785,0.3758723011902779,-0.29809257917221893,-0.3076858742050705,-0.22704291429046686,-1.2400361154705242,-0.08134533588882692,0.7960421530982053,-0.16674680422708144,0.20236599350808532,-0.14503094778007058,-0.21299935934806546,0.616331368208572,0.10185633463512458,-0.21612139712324221,0.0510401439334308
18168,0.32955798460074737,0.2767630026871311,0.6893998128294417,0.45063547407126264,-0.09736502153830026,0.556298272725494,0.2710429948228658,-0.206216050878872,0.2996261670789215,0.3758723011902779,-0.4258125679050592,-0.4220531027511604,-0.22704291429046686,-1.2400361154705242,-0.08134533588882692,0.9405830844099968,0.2026386602350006,-0.14490343503603234,-0.21298839571943848,0.616224092302415,0.10176873863129444,-0.21619686291776788,-0.39338887333964045,0.004801529292702125
18184,0.1383342882762222,0.10531668786282815,0.6204751161464227,0.696826983153399,-0.09736502153830026,-0.6615379758170734,0.4941810625812157,-0.17593407017873433,-0.5587580638256797,0.3758723011902779,-0.6318125497322209,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,-0.08134533588882692,1.0851240157217883,-0.14468643856900426,-0.21286080672572377,0.6161818133616419,0.10168002310532918,-0.21627273905945837,-0.3934577670499682,-0.6230435243169024,-0.0008770943438659622
18200,0.054673921134242194,0.03030892512719538,0.6455386422129747,0.9448942370666369,-0.09736502153830026,-0.7968531145440253,-0.6494015346803274,-0.14565208947861388,1.1897120883294314,0.3758723011902779,-0.47525256354357803,-0.4220531027511604,-0.6351752151001705,-1.2400361154705242,-0.08134533588882692,1.2296649470335799,-0.21265470440667492,0.6163084720090574,0.10167078187985357,-0.21634998276371833,-0.39352711134926516,-0.623103903720292,-0.651247706890715,-0.0009220735409872936
18216,0.07260114266466709,0.046382017141974374,0.6204751161464227,0.8426661437715787,-0.09736502153830026,0.09622680105385756,0.11298686349403465,-0.17593407017873433,-0.5587580638256797,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,-0.08134533588882692,1.3742058783453712,0.6166474972560794,0.10179801781939654,-0.21633880399911154,-0.3935979614517529,-0.6231647858469607,-0.6513070406411368,-0.6514711063566463,-0.0009333183402676265
18232,0.006867997053111116,-0.012552653578880163,0.6204751161464227,0.9908499854286359,-0.09736502153830026,-0.17440347640004636,0.15017654145375964,-0.13051109912854506,0.10210025030826039,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,-0.08134533588882692,1.5187468096571628,0.10205456263956526,-0.21621121124616874,-0.39357540199381486,-0.62322735287116,-0.651366883517519,-0.6515304318246683,-0.6515269562231291,-0.0008433599460249637
18248,-0.06484088906858593,-0.07684502163799385,0.6204751161464227,1.1624806374744678,-0.09736502153830026,-0.12027742090926552,0.2617455753329346,-0.06994713772828698,-0.022267919510304032,0.32033039619943027,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,-0.08134533588882692,1.6632877409689544,-0.2160056460256234,-0.3934476103777059,-0.6231900494274066,-0.651428433286238,-0.6515902664693651,-0.6515862796205512,-0.6510801572912667,-0.000910828741706961
18264,-0.12459829417,-0.1304219950205885,0.5578163009800414,1.178424468538835,-0.09736502153830026,-0.12027742090926552,0.2710429948228658,-0.06994713772828698,0.4459416609831149,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.03139466789018972,-1.6611536792022503,-0.39327045766799545,-0.6230620001788656,-0.6513893191146546,-0.651651808180615,-0.6516461122073266,-0.6511394972534882,-0.6514152564901634,-0.0009782975373889577
18280,-0.12459829417,-0.1304219950205885,0.5640821824966792,1.1906168099409982,-0.09736502153830026,0.3397940507623712,0.3361249312523845,-0.0850881280783558,1.2506768774561785,0.32033039619943027,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.03139466789018972,-1.5166127478904587,-0.6229216566199282,-0.6512612382259438,-0.6516126796666328,-0.6517076519042092,-0.6511993463036346,-0.6514745840287853,-0.6517503556890601,-0.000978297537388958
18296,-0.12459829417,-0.1304219950205885,0.6204751161464227,1.3176985222481576,-0.09736502153830026,0.9893067166517406,0.3268275117624533,-0.05480614737821816,1.2506768774561785,0.09816277623603877,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.03139466789018972,-1.3720718165786674,-0.6511254152460774,-0.651484598527307,-0.6516685198046274,-0.6512609021154554,-0.6515344207314036,-0.6518096708040825,-0.6517503556890601,-0.000978297537388958
18312,-0.12459829417,-0.1304219950205885,0.5640821824966792,1.1906168099409982,-0.09736502153830026,0.23154193978080953,0.4383965456416282,-0.024524166678080512,1.2506768774561785,0.04262087124519114,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.03139466789018972,-1.2275308852668758,-0.6513488113540074,-0.6515404386026477,-0.651221798700671,-0.6515959644570206,-0.6518694951591726,-0.6518096708040825,-0.6517503556890601,-0.000978297537388958
18328,-0.18435569927141404,-0.18399896840318308,0.545284537946765,1.2862797963271992,-0.09736502153830026,-1.1216094474887102,1.265866880245509,0.08146276577236683,1.2506768774561785,0.04262087124519114,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.03139466789018972,-1.0829899539550842,-0.6514046603809898,-0.6510937179999217,-0.6515568395286382,-0.6519310267985859,-0.6518694951591726,-0.6518096708040825,-0.6517503556890601,-0.000899583942426628
18344,-0.23216162335254514,-0.22686054710925863,0.4951574858136602,1.2853419239116484,-0.09736502153830026,-1.0133573365071484,1.228677202285784,0.09660375612243566,1.1897120883294314,0.26478849120858167,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.03139466789018972,-0.9384490226432928,-0.6509578681651299,-0.6514287584519661,-0.6518918803566056,-0.6519310267985859,-0.6518694951591726,-0.6518096708040825,-0.6513594066236805,-0.0009445631395479594
18360,-0.2919190284539592,-0.2804375204918533,0.4262327891306407,1.274087454925036,-0.09736502153830026,-1.662870002396518,-1.4489796108144144,0.21773167892295184,1.1897120883294314,-0.012921033745657475,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.03139466789018972,-0.7939080913315013,-0.6512929623270247,-0.6517637989040106,-0.6518918803566056,-0.6519310267985859,-0.6518694951591726,-0.6514187362329025,-0.6515828060896118,-0.000978297537388958
18376,-0.40545809814664585,-0.38223376991878294,0.3635739739642595,1.4035138482710736,-0.09736502153830026,-1.662870002396518,-1.4489796108144144,0.2782956403232271,1.2506768774561785,-0.679423893635831,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.03139466789018972,-0.6493671600197098,-0.6516280564889196,-0.6517637989040106,-0.6518918803566056,-0.6519310267985859,-0.651478574993442,-0.651642127416434,-0.6517503556890601,-0.0016867198920499274
18392,-0.2560645853931103,-0.24829133646229604,0.4700939597471073,1.2848729877038727,-0.09736502153830026,-0.5262228370901214,0.3640171897221783,0.3237186113734164,1.2506768774561785,-0.235088653709048,-0.44229256645123216,-0.4220531027511604,-0.22704291429046686,-1.2400361154705242,0.03139466789018972,-0.5048262287079183,-0.6516280564889196,-0.6517637989040106,-0.6518918803566056,-0.6515401207334265,-0.6517019579452881,-0.6518096708040825,-0.6552688972774765,0.05216462386146408
18408,-0.14252551570042404,-0.1464950870353667,0.45129631519719315,0.9599001957154532,-0.09736502153830026,-1.3651766971972237,1.4053281725944777,0.5054104955742078,1.2506768774561785,0.04262087124519114,-0.39697257044925655,-0.4220531027511604,-0.22704291429046686,-1.2400361154705242,0.03139466789018972,-0.3602852973961268,-0.6516280564889196,-0.6517637989040106,-0.6515009993906437,-0.6517634956278033,-0.6518694951591726,-0.6553280819447028,-0.38780388669136073,0.022961880130439677
18424,-0.023010705497595915,-0.039341140270177474,0.488891604297022,0.7793597557218861,-0.09736502153830026,0.06916377330846726,0.44769396513155946,0.5659744569744659,-0.3197760904488305,0.3758723011902779,-0.1085725958912302,-0.07895141711289051,-0.22704291429046686,-1.2400361154705242,0.03139466789018972,-0.21574436608433528,-0.6516280564889196,-0.6513729183766254,-0.6517243599426219,-0.6519310267985859,-0.6553877766507472,-0.38787298746168214,-0.532845989947185,0.13473518497694817
18440,0.12040706674579818,0.08924359584804992,0.4951574858136602,0.4876814344855266,-0.09736502153830026,-0.0661513654184847,1.8237120496413837,0.626538418374724,-0.21979383628096497,0.3758723011902779,0.006787393931980363,0.03541581143319945,0.18108938651923684,-1.2400361154705242,0.03139466789018972,-0.07120343477254376,-0.6512371133000422,-0.6515962786779884,-0.6518918803566056,-0.6554491813850215,-0.387942537553115,-0.5329097133694718,0.022301682891818834,0.0738445968739458
18456,-0.2560645853931103,-0.24829133646229604,-0.037442443100580494,0.19365843221028972,-0.09736502153830026,2.34245810392126,-1.4210873523446208,0.6719613894249132,-0.21735524471589523,0.3758723011902779,-0.05913260025271138,-0.07895141711289051,-0.22704291429046686,-1.2400361154705242,0.03139466789018972,0.07333749653924775,-0.6514605094079722,-0.6517637989040106,-0.6554098090502622,-0.3880135890923315,-0.5329739190391352,0.022217377706164977,-0.2801253441125278,0.11316765995726975
18472,0.042722440113960064,0.019593530450677066,-0.2128871255664483,-0.5899339709825671,-0.09736502153830026,1.016369744397131,-1.281626059995652,0.5356924762743283,1.2506768774561785,0.3758723011902779,0.019147392841610066,0.03541581143319945,0.18108938651923684,-1.2400361154705242,0.03139466789018972,0.21787842785103925,-0.6516280564889196,-0.6552817236504779,-0.3879913881943598,-0.5330397392665048,0.022132716298192807,-0.2801984369995265,-0.08481836102218622,0.20305858540425054
18488,-0.005083483967171867,-0.02326804825539924,-0.3256729928659344,-0.6879416384076462,-0.09736502153830026,0.691613411452446,-1.1793544456064085,0.44484653417393255,1.2457996943260388,0.3758723011902779,0.0850673870263018,0.03541581143319945,0.18108938651923684,-1.2400361154705242,0.03139466789018972,0.36241935916283075,-0.6551465451888155,-0.38786360284363103,-0.5330082265662075,0.022046873259980275,-0.2802719547633395,-0.0848986947971622,0.3616454716412944,0.15090520634206678
18504,0.024795218583535165,0.0035204384358980714,-0.4384588601654209,-0.8886463353355589,-0.09736502153830026,0.8269285501793979,-1.281626059995652,0.3691415824236056,1.2506768774561785,0.3758723011902779,-0.009692604614192572,0.03541581143319945,0.18108938651923684,-1.2400361154705242,0.03139466789018972,0.5069602904746222,-0.38768555496974805,-0.5328802785035561,0.022042745099624488,-0.2803468900026874,-0.08497940911196775,0.3615485854904274,0.10261379089408104,0.09746992016192511
18520,0.012843737563253032,-0.007194956240620243,-0.5575106089815453,-1.0133833666038414,-0.09736502153830026,0.691613411452446,-1.2351389625459959,0.35400059207355405,1.2506768774561785,0.3758723011902779,-0.3392925755376513,-0.3076858742050705,-0.22704291429046686,-1.2400361154705242,0.03139466789018972,0.6515012217864138,-0.5327254780432327,0.022170070383488488,-0.2803316021408665,-0.08506138859372185,0.36145142015227777,0.10252650818571875,-0.162784774632171,0.03798493196896435
18536,-0.06484088906858593,-0.07684502163799385,-0.5825741350480976,-0.9589867665018836,-0.09736502153830026,0.31273102301698064,-1.2630312210157895,0.3691415824236056,1.177519130504082,0.3758723011902779,-0.5329325584551833,-0.5364203312972504,-0.6351752151001705,-1.2400361154705242,0.03139466789018972,0.7960421530982053,0.022413850162557484,-0.2802039375866671,-0.08505863957392346,0.3613533378184232,0.10243888748683229,-0.16286221784963587,-0.45823056832616804,0.0042392893286854845
18552,-0.05886514855844401,-0.07148732429973394,-0.5700423720148212,-0.9496080423463739,-0.09736502153830026,-0.12027742090926552,-1.0770828312171647,0.3388596017234852,1.2506768774561785,0.3758723011902779,-0.6029725522764182,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.03139466789018972,0.9405830844099968,-0.28000863094753853,-0.08493119412006808,0.3613274235545133,0.10235014778845958,-0.1629400593062242,-0.45829705806996973,-0.6258360176410424,-0.0034409085797818518
18568,-0.17240421825113109,-0.17328357372666403,-0.7580188175139649,-1.0541808166803097,-0.09736502153830026,0.5833613004708849,-1.3281131574453082,0.3994235631237433,1.2506768774561785,0.3758723011902779,-0.5370525580917265,-0.5364203312972504,-0.6351752151001705,-1.2400361154705242,0.03139466789018972,1.0851240157217883,-0.08470458358982746,0.3614543681538791,0.10234086353578799,-0.16301922673124425,-0.4583640131225688,-0.6258962935144351,-0.6639814764487928,-0.0011019903294726193
18584,-0.2859432879438177,-0.2750798231535937,-0.8708046848134515,-1.0616837960047179,-0.09736502153830026,1.6658824102865004,-1.2537338015258583,0.44484653417393255,1.2506768774561785,0.3758723011902779,-0.6194525508225912,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.03139466789018972,1.2296649470335799,0.3617525381080686,0.10246809872348536,-0.1630114722143159,-0.4584325245446352,-0.6259570727450358,-0.664040338102429,-0.652364704220371,-0.0008546047453052963
18600,-0.4174095791669284,-0.39294916459530166,-0.9271976184631946,-0.9664897458262918,-0.09736502153830026,0.556298272725494,-1.0770828312171647,0.4599875245240014,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.03139466789018972,1.3742058783453712,0.10272475096335477,-0.16288393929575357,-0.4584058022054881,-0.6260195390508708,-0.6640997117727415,-0.652423996558794,-0.6511360071577494,-0.0008995839424266278
18616,-0.5189971678393325,-0.48403001934571266,-0.9271976184631946,-0.8389390973113564,-0.09736502153830026,-0.012025309927704099,-1.0956776701970272,0.49026950522413903,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.03139466789018972,1.5187468096571628,-0.16266982525736093,-0.45827793784831555,-0.6259820563271342,-0.6641608022657188,-0.6524837982767491,-0.651195345049371,-0.6513594066236805,-0.0009445631395479592
18632,-0.5907060539610295,-0.5483223874048263,-0.8896023293633657,-0.6823144039143401,-0.09736502153830026,0.09622680105385756,-1.0770828312171647,0.44484653417393255,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.03139466789018972,1.6632877409689544,-0.4581111779946477,-0.6258540039459032,-0.6641208705774121,-0.6525453077581223,-0.6512551920415961,-0.6514187362329025,-0.6515828060896118,-0.0010232767345102892
18648,-0.6982693831435747,-0.6447609394934966,-0.8896023293633657,-0.5275654553484259,-0.09736502153830026,-0.905105225525587,-1.281626059995652,0.38428257277367445,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.14413467166920635,-1.6611536792022503,-0.6257141079690518,-0.6639927754036347,-0.6525061218745456,-0.6513167458390496,-0.651478574993442,-0.651642127416434,-0.6519737551549913,-0.0009558079388282923
18664,-0.7102208641638577,-0.6554763341700156,-0.8896023293633657,-0.5092769432451815,-0.09736502153830026,-1.1216094474887102,-1.3467079964251707,0.2631546499731583,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.14413467166920635,-1.5166127478904587,-0.6638589933980814,-0.6523780397327589,-0.6512776388386655,-0.6515401207334265,-0.6517019579452881,-0.6520330619876139,-0.6516386559560946,-0.000967052738108625
18680,-0.7221723451841402,-0.6661917288465343,-0.8332093957136226,-0.40517310511902105,-0.09736502153830026,-0.47209678159934054,-0.6308066957004649,0.1420267271726249,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.14413467166920635,-1.3720718165786674,-0.6522423957857267,-0.6511495580752624,-0.6515009993906437,-0.6517634956278033,-0.6520928781110186,-0.6516979752123169,-0.6516945058225774,-0.0009895423366692907
18696,-0.7640025287551302,-0.7036956102143507,-0.801879988130432,-0.27574671177298343,-0.09736502153830026,-1.3651766971972237,-1.3095183184654458,0.02089880437210875,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.14413467166920635,-1.2275308852668758,-0.6510137171921124,-0.6513729183766254,-0.6517243599426219,-0.6521544016929628,-0.6517578036832496,-0.6517538230081996,-0.6518062055555429,-0.0009895423366692907
18712,-0.7640025287551302,-0.7036956102143507,-0.7517529359973272,-0.18430415125676156,-0.09736502153830026,-1.446365780433395,1.8609017276011086,-0.0093831763280289,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.14413467166920635,-1.0829899539550842,-0.6512371133000422,-0.6515962786779884,-0.6521152409085837,-0.6518193393513976,-0.6518136494212111,-0.6518655185999653,-0.6518062055555429,-0.0009220735409872936
18728,-0.7640025287551302,-0.7036956102143507,-0.7078917653808602,-0.11208797525933496,-0.09736502153830026,-0.0661513654184847,1.833009469131315,0.11174474647250449,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.14413467166920635,-0.9384490226432928,-0.6514605094079722,-0.6519871592053735,-0.6517802000806164,-0.6518751830749918,-0.651925340897134,-0.6518655185999653,-0.6514711063566463,-0.000899583942426628
18744,-0.8297356743666857,-0.7626302809352048,-0.7141576468974984,0.000456714606784432,-0.09736502153830026,0.12328982879924787,1.8144146301514523,0.2631546499731583,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.14413467166920635,-0.7939080913315013,-0.6518514525968494,-0.6516521187533292,-0.6518360402186111,-0.6519868705221802,-0.651925340897134,-0.6515304318246683,-0.6513594066236805,-0.000978297537388958
18760,-0.8655901174275339,-0.7947764649647613,-0.6013717795980118,0.27759801340210344,-0.09736502153830026,-0.47209678159934054,1.8237120496413837,0.35400059207355405,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.14413467166920635,-0.6493671600197098,-0.6515163584349547,-0.6517079588286699,-0.6519477204946001,-0.6519868705221802,-0.6515902664693651,-0.6514187362329025,-0.6517503556890601,-0.0011696604404129623
18775,-0.985104927630362,-0.9019304117299506,-0.5637764904981835,0.6307069778570533,-0.09736502153830026,0.04210074556307673,-1.3281131574453082,0.5054104955742078,1.2506768774561785,-0.06846293873650511,-0.615332551186048,-0.6507875598433404,-0.6351752151001705,-1.2400361154705242,0.14413467166920635,-0.5048262287079183,-0.6515722074619371,-0.6518196389793514,-0.6519477204946001,-0.651651808180615,-0.651478574993442,-0.6518096708040825,-0.6527008032975243,0.0017153543560972466
18789,-1.0926682568129076,-0.9983689638186211,-0.5011176753318022,1.0302406268817779,-0.09736502153830026,0.2586049675261998,1.8144146301514523,0.6416794087247928,1.2506768774561785,-2.7344743782972007,-0.5288125588186401,-0.5364203312972504,-0.6351752151001705,-1.2400361154705242,0.14413467166920635,-0.3602852973961268,-0.651683905515902,-0.6518196389793514,-0.6516126796666328,-0.6515401207334265,-0.6518694951591726,-0.6527600831752779,-0.6383717177203543,0.038159167876149015
18804,-1.0926682568129076,-0.9983689638186211,-0.5763082535314594,0.8562652937970677,-0.09736502153830026,0.5021722172347134,-1.356005415915102,0.7173843604751198,1.2506768774561785,0.20924658621773404,-0.3640125733569107,-0.3076858742050705,-0.22704291429046686,-1.2400361154705242,0.14413467166920635,-0.21574436608433528,-0.651683905515902,-0.651484598527307,-0.6515009993906437,-0.6519310267985859,-0.652819872508862,-0.6384315288402674,-0.457365185858222,0.12760598223321715
