,temp,feelslike,dew,humidity,precip,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,year,month,day,time,Percent Output
111,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,0.014920634920634921
112,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,0.015855572998430142
113,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,0.0033783783783783786
115,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,0.017996289424860853
116,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,0.01696
117,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,0.010319410319410319
118,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,0.014285714285714285
119,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,0.01616954474097331
120,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,0.01648979591836735
121,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,0.01636363636363636
122,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,-0.002036199095022624
123,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,0.013923013923013924
124,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,0.012857142857142859
125,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,0.011661807580174927
126,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,0.016119402985074627
127,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,0.00798611111111111
128,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,0.01311111111111111
129,25.0,14.1,11.4,55.86,0.0,0,0,18.9,11.7,10.0,1041.6,97.5,9.9,18.0,0.1,0.0,2018,1,1,8.0,0.012318840579710146
130,25.2,14.2,10.9,54.1,0.0,0,0,17.9,11.9,18.0,1042.3,100.0,9.9,86.0,0.3,1.0,2018,1,1,9.0,0.26365079365079364
131,25.2,14.2,10.9,54.1,0.0,0,0,17.9,11.9,18.0,1042.3,100.0,9.9,86.0,0.3,1.0,2018,1,1,9.0,0.16813186813186812
132,25.2,14.2,10.9,54.1,0.0,0,0,17.9,11.9,18.0,1042.3,100.0,9.9,86.0,0.3,1.0,2018,1,1,9.0,0.20456081081081082
134,25.2,14.2,10.9,54.1,0.0,0,0,17.9,11.9,18.0,1042.3,100.0,9.9,86.0,0.3,1.0,2018,1,1,9.0,0.16623376623376623
135,25.2,14.2,10.9,54.1,0.0,0,0,17.9,11.9,18.0,1042.3,100.0,9.9,86.0,0.3,1.0,2018,1,1,9.0,0.20114660114660113
136,25.2,14.2,10.9,54.1,0.0,0,0,17.9,11.9,18.0,1042.3,100.0,9.9,86.0,0.3,1.0,2018,1,1,9.0,0.1523809523809524
137,25.2,14.2,10.9,54.1,0.0,0,0,17.9,11.9,18.0,1042.3,100.0,9.9,86.0,0.3,1.0,2018,1,1,9.0,0.18194662480376766
138,25.2,14.2,10.9,54.1,0.0,0,0,17.9,11.9,18.0,1042.3,100.0,9.9,86.0,0.3,1.0,2018,1,1,9.0,0.15885714285714286
139,25.2,14.2,10.9,54.1,0.0,0,0,17.9,11.9,18.0,1042.3,100.0,9.9,86.0,0.3,1.0,2018,1,1,9.0,0.1958181818181818
140,25.2,14.2,10.9,54.1,0.0,0,0,17.9,11.9,18.0,1042.3,100.0,9.9,86.0,0.3,1.0,2018,1,1,9.0,0.06470588235294117
141,25.2,14.2,10.9,54.1,0.0,0,0,17.9,11.9,18.0,1042.3,100.0,9.9,86.0,0.3,1.0,2018,1,1,9.0,0.1954135954135954
142,25.2,14.2,10.9,54.1,0.0,0,0,17.9,11.9,18.0,1042.3,100.0,9.9,86.0,0.3,1.0,2018,1,1,9.0,0.21825396825396826
143,25.2,14.2,10.9,54.1,0.0,0,0,17.9,11.9,18.0,1042.3,100.0,9.9,86.0,0.3,1.0,2018,1,1,9.0,0.18950437317784258
144,25.2,14.2,10.9,54.1,0.0,0,0,17.9,11.9,18.0,1042.3,100.0,9.9,86.0,0.3,1.0,2018,1,1,9.0,0.1919402985074627
145,25.2,14.2,10.9,54.1,0.0,0,0,17.9,11.9,18.0,1042.3,100.0,9.9,86.0,0.3,1.0,2018,1,1,9.0,0.13333333333333333
146,25.2,14.2,10.9,54.1,0.0,0,0,17.9,11.9,18.0,1042.3,100.0,9.9,86.0,0.3,1.0,2018,1,1,9.0,0.1788888888888889
147,25.2,14.2,10.9,54.1,0.0,0,0,17.9,11.9,18.0,1042.3,100.0,9.9,86.0,0.3,1.0,2018,1,1,9.0,0.1498550724637681
148,26.2,14.9,11.8,54.11,0.0,0,0,17.7,13.1,356.0,1042.9,96.9,9.9,209.0,0.8,2.0,2018,1,1,10.0,0.21571428571428572
149,26.2,14.9,11.8,54.11,0.0,0,0,17.7,13.1,356.0,1042.9,96.9,9.9,209.0,0.8,2.0,2018,1,1,10.0,0.1772370486656201
150,26.2,14.9,11.8,54.11,0.0,0,0,17.7,13.1,356.0,1042.9,96.9,9.9,209.0,0.8,2.0,2018,1,1,10.0,0.1956081081081081
152,26.2,14.9,11.8,54.11,0.0,0,0,17.7,13.1,356.0,1042.9,96.9,9.9,209.0,0.8,2.0,2018,1,1,10.0,0.20037105751391468
153,26.2,14.9,11.8,54.11,0.0,0,0,17.7,13.1,356.0,1042.9,96.9,9.9,209.0,0.8,2.0,2018,1,1,10.0,0.19328419328419327
154,26.2,14.9,11.8,54.11,0.0,0,0,17.7,13.1,356.0,1042.9,96.9,9.9,209.0,0.8,2.0,2018,1,1,10.0,0.16342857142857142
155,26.2,14.9,11.8,54.11,0.0,0,0,17.7,13.1,356.0,1042.9,96.9,9.9,209.0,0.8,2.0,2018,1,1,10.0,0.1868131868131868
156,26.2,14.9,11.8,54.11,0.0,0,0,17.7,13.1,356.0,1042.9,96.9,9.9,209.0,0.8,2.0,2018,1,1,10.0,0.18579591836734693
157,26.2,14.9,11.8,54.11,0.0,0,0,17.7,13.1,356.0,1042.9,96.9,9.9,209.0,0.8,2.0,2018,1,1,10.0,0.19854545454545455
158,26.2,14.9,11.8,54.11,0.0,0,0,17.7,13.1,356.0,1042.9,96.9,9.9,209.0,0.8,2.0,2018,1,1,10.0,0.12217194570135748
159,26.2,14.9,11.8,54.11,0.0,0,0,17.7,13.1,356.0,1042.9,96.9,9.9,209.0,0.8,2.0,2018,1,1,10.0,0.19656019656019655
160,26.2,14.9,11.8,54.11,0.0,0,0,17.7,13.1,356.0,1042.9,96.9,9.9,209.0,0.8,2.0,2018,1,1,10.0,0.21333333333333335
161,26.2,14.9,11.8,54.11,0.0,0,0,17.7,13.1,356.0,1042.9,96.9,9.9,209.0,0.8,2.0,2018,1,1,10.0,0.1860058309037901
162,26.2,14.9,11.8,54.11,0.0,0,0,17.7,13.1,356.0,1042.9,96.9,9.9,209.0,0.8,2.0,2018,1,1,10.0,0.19388059701492535
163,26.2,14.9,11.8,54.11,0.0,0,0,17.7,13.1,356.0,1042.9,96.9,9.9,209.0,0.8,2.0,2018,1,1,10.0,0.165625
164,26.2,14.9,11.8,54.11,0.0,0,0,17.7,13.1,356.0,1042.9,96.9,9.9,209.0,0.8,2.0,2018,1,1,10.0,0.1797777777777778
165,26.2,14.9,11.8,54.11,0.0,0,0,17.7,13.1,356.0,1042.9,96.9,9.9,209.0,0.8,2.0,2018,1,1,10.0,0.1715942028985507
166,26.5,15.9,11.7,53.11,0.0,0,0,19.7,11.9,360.0,1043.0,94.3,9.9,266.0,1.0,3.0,2018,1,1,11.0,0.37206349206349204
167,26.5,15.9,11.7,53.11,0.0,0,0,19.7,11.9,360.0,1043.0,94.3,9.9,266.0,1.0,3.0,2018,1,1,11.0,0.2971742543171115
168,26.5,15.9,11.7,53.11,0.0,0,0,19.7,11.9,360.0,1043.0,94.3,9.9,266.0,1.0,3.0,2018,1,1,11.0,0.33158783783783785
170,26.5,15.9,11.7,53.11,0.0,0,0,19.7,11.9,360.0,1043.0,94.3,9.9,266.0,1.0,3.0,2018,1,1,11.0,0.3382189239332097
171,26.5,15.9,11.7,53.11,0.0,0,0,19.7,11.9,360.0,1043.0,94.3,9.9,266.0,1.0,3.0,2018,1,1,11.0,0.2528
172,26.5,15.9,11.7,53.11,0.0,0,0,19.7,11.9,360.0,1043.0,94.3,9.9,266.0,1.0,3.0,2018,1,1,11.0,0.3115479115479115
173,26.5,15.9,11.7,53.11,0.0,0,0,19.7,11.9,360.0,1043.0,94.3,9.9,266.0,1.0,3.0,2018,1,1,11.0,0.27276190476190476
174,26.5,15.9,11.7,53.11,0.0,0,0,19.7,11.9,360.0,1043.0,94.3,9.9,266.0,1.0,3.0,2018,1,1,11.0,0.310989010989011
175,26.5,15.9,11.7,53.11,0.0,0,0,19.7,11.9,360.0,1043.0,94.3,9.9,266.0,1.0,3.0,2018,1,1,11.0,0.30089795918367346
176,26.5,15.9,11.7,53.11,0.0,0,0,19.7,11.9,360.0,1043.0,94.3,9.9,266.0,1.0,3.0,2018,1,1,11.0,0.3281818181818182
177,26.5,15.9,11.7,53.11,0.0,0,0,19.7,11.9,360.0,1043.0,94.3,9.9,266.0,1.0,3.0,2018,1,1,11.0,0.15452488687782806
178,26.5,15.9,11.7,53.11,0.0,0,0,19.7,11.9,360.0,1043.0,94.3,9.9,266.0,1.0,3.0,2018,1,1,11.0,0.3202293202293202
179,26.5,15.9,11.7,53.11,0.0,0,0,19.7,11.9,360.0,1043.0,94.3,9.9,266.0,1.0,3.0,2018,1,1,11.0,0.35857142857142854
180,26.5,15.9,11.7,53.11,0.0,0,0,19.7,11.9,360.0,1043.0,94.3,9.9,266.0,1.0,3.0,2018,1,1,11.0,0.31731343283582086
181,26.5,15.9,11.7,53.11,0.0,0,0,19.7,11.9,360.0,1043.0,94.3,9.9,266.0,1.0,3.0,2018,1,1,11.0,0.2715277777777778
182,26.5,15.9,11.7,53.11,0.0,0,0,19.7,11.9,360.0,1043.0,94.3,9.9,266.0,1.0,3.0,2018,1,1,11.0,0.2968888888888889
183,26.5,15.9,11.7,53.11,0.0,0,0,19.7,11.9,360.0,1043.0,94.3,9.9,266.0,1.0,3.0,2018,1,1,11.0,0.2727536231884058
273,31.5,23.0,14.5,48.83,0.0,0,0,20.8,10.2,16.0,1038.5,100.0,9.9,59.0,0.2,1.0,2018,1,1,17.0,0.005555555555555557
274,31.5,23.0,14.5,48.83,0.0,0,0,20.8,10.2,16.0,1038.5,100.0,9.9,59.0,0.2,1.0,2018,1,1,17.0,0.005180533751962323
275,31.5,23.0,14.5,48.83,0.0,0,0,20.8,10.2,16.0,1038.5,100.0,9.9,59.0,0.2,1.0,2018,1,1,17.0,-0.0028716216216216218
277,31.5,23.0,14.5,48.83,0.0,0,0,20.8,10.2,16.0,1038.5,100.0,9.9,59.0,0.2,1.0,2018,1,1,17.0,0.006679035250463821
278,31.5,23.0,14.5,48.83,0.0,0,0,20.8,10.2,16.0,1038.5,100.0,9.9,59.0,0.2,1.0,2018,1,1,17.0,0.0008190008190008189
279,31.5,23.0,14.5,48.83,0.0,0,0,20.8,10.2,16.0,1038.5,100.0,9.9,59.0,0.2,1.0,2018,1,1,17.0,0.003619047619047619
280,31.5,23.0,14.5,48.83,0.0,0,0,20.8,10.2,16.0,1038.5,100.0,9.9,59.0,0.2,1.0,2018,1,1,17.0,0.005023547880690738
281,31.5,23.0,14.5,48.83,0.0,0,0,20.8,10.2,16.0,1038.5,100.0,9.9,59.0,0.2,1.0,2018,1,1,17.0,0.005714285714285715
282,31.5,23.0,14.5,48.83,0.0,0,0,20.8,10.2,16.0,1038.5,100.0,9.9,59.0,0.2,1.0,2018,1,1,17.0,0.004727272727272727
283,31.5,23.0,14.5,48.83,0.0,0,0,20.8,10.2,16.0,1038.5,100.0,9.9,59.0,0.2,1.0,2018,1,1,17.0,-0.001583710407239819
284,31.5,23.0,14.5,48.83,0.0,0,0,20.8,10.2,16.0,1038.5,100.0,9.9,59.0,0.2,1.0,2018,1,1,17.0,0.002784602784602785
285,31.5,23.0,14.5,48.83,0.0,0,0,20.8,10.2,16.0,1038.5,100.0,9.9,59.0,0.2,1.0,2018,1,1,17.0,0.0020634920634920633
286,31.5,23.0,14.5,48.83,0.0,0,0,20.8,10.2,16.0,1038.5,100.0,9.9,59.0,0.2,1.0,2018,1,1,17.0,0.001360544217687075
287,31.5,23.0,14.5,48.83,0.0,0,0,20.8,10.2,16.0,1038.5,100.0,9.9,59.0,0.2,1.0,2018,1,1,17.0,0.004328358208955224
288,31.5,23.0,14.5,48.83,0.0,0,0,20.8,10.2,16.0,1038.5,100.0,9.9,59.0,0.2,1.0,2018,1,1,17.0,-0.004861111111111111
289,31.5,23.0,14.5,48.83,0.0,0,0,20.8,10.2,16.0,1038.5,100.0,9.9,59.0,0.2,1.0,2018,1,1,17.0,0.0028888888888888888
290,31.5,23.0,14.5,48.83,0.0,0,0,20.8,10.2,16.0,1038.5,100.0,9.9,59.0,0.2,1.0,2018,1,1,17.0,0.002753623188405797
1032,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.5855555555555556
1033,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.3653061224489796
1034,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.5170608108108108
1036,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.5593692022263451
1037,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.5041599999999999
1038,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.5634725634725635
1039,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.4940952380952381
1040,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.5288854003139718
1041,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.5916734693877551
1042,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.5316363636363636
1043,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.3493212669683258
1044,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.533005733005733
1045,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.5819047619047619
1046,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.5955296404275997
1047,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.5167164179104478
1048,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.07569444444444445
1049,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.5631111111111111
1050,54.9,54.9,20.9,26.37,0.0,0,0,18.3,2.3,355.0,1028.2,6.2,9.9,489.0,1.8,5.0,2018,1,3,15.0,0.44507246376811593
2755,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.17317460317460318
2756,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.15023547880690738
2757,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.16418918918918918
2759,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.16901669758812618
2760,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.1536
2761,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.16429156429156427
2762,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.14361904761904762
2763,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.16153846153846152
2764,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.16457142857142856
2765,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.17254545454545453
2766,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.0902714932126697
2767,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.17035217035217035
2768,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.17460317460317462
2769,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.15432458697764823
2770,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.16850746268656716
2771,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.17708333333333334
2772,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.15888888888888889
2773,58.1,58.1,53.9,85.91,0.0,0,0,17.2,7.8,182.0,1017.8,43.3,9.9,175.0,0.6,2.0,2018,1,7,10.0,0.15391304347826087
2774,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.15666666666666668
2775,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.14505494505494507
2776,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.1498310810810811
2778,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.16085343228200372
2779,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.14800000000000002
2780,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.1379197379197379
2781,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.13942857142857143
2782,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.1519623233908948
2783,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.15053061224489797
2784,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.16018181818181818
2785,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.05972850678733032
2786,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.14954954954954955
2787,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.15746031746031747
2788,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.1317784256559767
2789,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.1544776119402985
2790,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.10972222222222222
2791,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.14422222222222222
2792,61.8,61.8,54.7,77.42,0.0,0,0,21.7,8.2,191.0,1017.4,100.0,9.9,194.0,0.7,2.0,2018,1,7,11.0,0.14492753623188406
2793,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.07365079365079366
2794,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.06687598116169545
2795,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.06874999999999999
2797,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.07421150278293136
2798,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.07615999999999999
2799,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.07371007371007371
2800,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.0641904761904762
2801,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.07299843014128729
2802,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.07738775510204081
2803,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.07963636363636363
2804,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.15067873303167423
2805,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.07764127764127764
2806,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.07492063492063492
2807,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.067444120505345
2808,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.07776119402985075
2809,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.09062500000000001
2810,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.07222222222222223
2811,65.7,65.7,55.8,70.36,0.0,0,0,29.9,13.4,191.0,1015.6,100.0,9.9,117.0,0.4,1.0,2018,1,7,12.0,0.07318840579710145
2812,66.8,66.8,56.5,69.54,0.0,0,0,25.7,13.6,181.0,1013.5,100.0,9.9,137.0,0.5,1.0,2018,1,7,13.0,0.054126984126984135
2813,66.8,66.8,56.5,69.54,0.0,0,0,25.7,13.6,181.0,1013.5,100.0,9.9,137.0,0.5,1.0,2018,1,7,13.0,0.05211930926216641
2814,66.8,66.8,56.5,69.54,0.0,0,0,25.7,13.6,181.0,1013.5,100.0,9.9,137.0,0.5,1.0,2018,1,7,13.0,0.04831081081081081
2816,66.8,66.8,56.5,69.54,0.0,0,0,25.7,13.6,181.0,1013.5,100.0,9.9,137.0,0.5,1.0,2018,1,7,13.0,0.05714285714285715
2817,66.8,66.8,56.5,69.54,0.0,0,0,25.7,13.6,181.0,1013.5,100.0,9.9,137.0,0.5,1.0,2018,1,7,13.0,0.056319999999999995
2818,66.8,66.8,56.5,69.54,0.0,0,0,25.7,13.6,181.0,1013.5,100.0,9.9,137.0,0.5,1.0,2018,1,7,13.0,0.049959049959049956
2819,66.8,66.8,56.5,69.54,0.0,0,0,25.7,13.6,181.0,1013.5,100.0,9.9,137.0,0.5,1.0,2018,1,7,13.0,0.048952380952380956
2820,66.8,66.8,56.5,69.54,0.0,0,0,25.7,13.6,181.0,1013.5,100.0,9.9,137.0,0.5,1.0,2018,1,7,13.0,0.054788069073783356
