,temp,feelslike,dew,humidity,precip,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,month,day,time,Percent Output
224,-0.7580267882449887,-0.6983379128760911,-0.28181182224946777,0.7343418797754386,-0.09736502153830026,-0.39090769836316946,0.34542235074231575,0.0057578140220399246,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-1.3720718165786674,-0.0011469695265939506
240,-0.7580267882449887,-0.6983379128760911,-0.28181182224946777,0.7329350711521121,-0.09736502153830026,-0.36384467061777914,0.31753009227252205,-0.206216050878872,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-1.2275308852668758,-0.0011807039244349491
256,-0.7580267882449887,-0.6983379128760911,-0.30060946679938194,0.6972959193611741,-0.09736502153830026,-1.256924586215662,-1.012000894787646,-0.35762595437952577,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-1.0829899539550842,-0.001135724727313618
272,-0.7580267882449887,-0.6983379128760911,-0.28181182224946777,0.7343418797754386,-0.09736502153830026,-0.7156640313078542,0.41050428717183446,-0.35762595437952577,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-0.9384490226432928,-0.0011019903294726193
288,-0.7460753072247057,-0.6876225181995721,-0.2191530070830865,0.8543895489659662,-0.09736502153830026,-0.6615379758170734,0.3640171897221783,-0.342484964029457,1.2506768774561785,-0.5127981786632871,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-0.7939080913315013,-0.0010795007309119535
304,-0.7580267882449887,-0.6983379128760911,-0.162760073433343,1.0124210509863085,-0.09736502153830026,-0.282655587381608,0.503478482071147,-0.40304892542971504,1.2506768774561785,-0.5683400836541358,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-0.6493671600197098,-0.0016192510963679305
320,-0.7580267882449887,-0.6983379128760911,-0.08756949523368578,1.1976508530576302,-0.09736502153830026,-0.5262228370901214,0.5685604185006656,-0.2819210026291989,1.2506768774561785,-2.3456810433612656,-0.6029725522764182,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-0.5048262287079183,0.008995839424266277
336,-0.6803421616131506,-0.6286878474787183,-0.024910680067304514,1.1662321271366718,-0.09736502153830026,-0.4991598093447311,0.6894268718697718,-0.2213570412289408,1.2506768774561785,-2.4012229483521135,-0.4999725613628374,-0.5364203312972504,-0.6351752151001705,1.3451764267034303,0.8205746943433062,-0.3602852973961268,0.03917688069267963
352,-0.5608273514103225,-0.521533900713529,0.09414106874881979,1.1413785081245704,-0.09736502153830026,-0.6886010035624638,0.6150475159503218,-0.25163902192906124,1.2506768774561785,-1.6791781834710917,-0.1950925882586381,-0.19331864565898046,-0.22704291429046686,1.3451764267034303,0.8205746943433062,-0.21574436608433528,0.19661531541661978
368,-0.22021014233226216,-0.21614515243273957,0.1881292914983917,0.5678695260151371,-0.09736502153830026,0.39392010625315177,0.7638062277892218,-0.2970619929792677,1.2506768774561785,0.3758723011902779,0.4970673506806252,0.4928847256175594,0.5892216873289405,1.3451764267034303,0.8205746943433062,-0.07120343477254376,0.285269312942764
384,0.09052836419509114,0.062455109156752606,0.22572458059822054,0.043598845722130304,-0.09736502153830026,0.23154193978080953,0.7080217108496343,-0.5544588289303689,-0.17589918810970703,0.3758723011902779,1.1274272950717399,1.1790880968940993,0.9973539881386442,1.3451764267034303,0.8205746943433062,0.07333749653924775,0.4569886427527269
400,0.32955798460074737,0.2767630026871311,0.10667283178209622,-0.5331926898417317,-0.09736502153830026,0.09622680105385756,0.6894268718697718,-0.8572786359316765,-0.9123538407608137,0.3758723011902779,1.461147265631742,1.4078225539862792,1.405486288948348,1.3451764267034303,0.8205746943433062,0.21787842785103925,0.5632070167547509
416,0.4729757568441406,0.40534773880535774,-0.162760073433343,-1.0701246477446769,-0.09736502153830026,0.8539915779247887,1.0241339735072967,-1.038970520132468,-0.9123538407608137,0.3758723011902779,1.5847472547280388,1.6365570110784593,1.405486288948348,1.3451764267034303,0.8205746943433062,0.36241935916283075,0.5383447655459351
432,0.5745633455165448,0.49642859355576874,-0.6327011871812025,-1.6417578850230083,-0.09736502153830026,1.0704957998879117,1.1728926853461965,-1.1298164622328637,-0.9806344045827707,0.3758723011902779,1.3869872721739636,1.4078225539862792,1.405486288948348,1.3451764267034303,0.8205746943433062,0.5069602904746222,0.4438434723940178
448,0.5745633455165448,0.49642859355576874,-0.7768164620638797,-1.7594608731746586,-0.09736502153830026,0.3397940507623712,1.228677202285784,-1.0995344815327261,-0.9123538407608137,0.3758723011902779,0.7483873285097625,0.7216191827097393,0.5892216873289405,1.3451764267034303,0.8205746943433062,0.6515012217864138,0.18442595299673906
464,0.3833396491920195,0.3249822787314658,-0.7517529359973272,-1.590643838375479,-0.09736502153830026,-0.5532858648355119,1.2193797827958528,-1.114675471882795,-0.6977577830346634,0.3758723011902779,-0.13741259334703282,-0.07895141711289051,-0.22704291429046686,1.3451764267034303,0.8205746943433062,0.7960421530982053,0.017148318902507592
480,-0.14850125621056512,-0.15185278437362587,-0.7642846990306033,-1.084661670185717,-0.09736502153830026,-1.662870002396518,-1.4489796108144144,-0.9935475490822787,-0.6977577830346634,0.3758723011902779,-0.5864925537302453,-0.5364203312972504,-0.6351752151001705,1.3451764267034303,0.8205746943433062,0.9405830844099968,-0.0010682559316316207
496,-0.3875308766162214,-0.36616067790400436,-0.6890941208309459,-0.6799697228754626,-0.09736502153830026,-1.3651766971972237,1.5168972064736526,-0.9178425973319518,-0.6977577830346634,0.3758723011902779,-0.35577257408382423,-0.3076858742050705,-0.22704291429046686,1.3451764267034303,0.8205746943433062,1.0851240157217883,-0.001045766333070955
512,-0.5010699463089084,-0.4679569273309344,-0.6577647132477553,-0.4605075776365298,-0.09736502153830026,-1.311050641706443,1.4797075285139276,-0.8421376455816248,-0.6977577830346634,0.3758723011902779,-0.6441725486418506,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,1.2296649470335799,-0.001135724727313618
528,-0.5010699463089084,-0.4679569273309344,-0.701625883864222,-0.5313169450106299,-0.09736502153830026,-0.5803488925809023,1.4518152700441338,-0.766432693831298,-0.6977577830346634,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,1.3742058783453712,-0.0011469695265939508
544,-0.7161966046739987,-0.6608340315082748,-0.7705505805472415,-0.3010692669928606,-0.09736502153830026,-0.634474948071683,1.2937591387153027,-0.7512917034812292,-0.9123538407608137,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,1.5187468096571628,-0.0011807039244349493
560,-0.9791291871202209,-0.8965727143916914,-0.6765623577976695,0.371385254957203,-0.09736502153830026,-0.634474948071683,1.535492045453515,-0.6755867517309022,-0.7879856709422495,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.8205746943433062,1.6632877409689544,-0.0012706623186776122
576,-1.056813813752059,-0.9662227797890642,-0.7329552914474126,0.41171376882589644,-0.09736502153830026,-1.175735502979491,1.526194625963584,-0.7210097227810915,-0.7879856709422495,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-1.6611536792022503,-0.001281907117957945
592,-1.056813813752059,-0.9662227797890642,-0.7517529359973272,0.37982610669716227,-0.09736502153830026,-1.662870002396518,-1.4489796108144144,-0.8118556648814872,-0.8733363757196956,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-1.5166127478904587,-0.0013043967165186105
608,-0.8835173389579584,-0.8108495569795399,-0.8394752772302609,-0.1416309563491911,-0.09736502153830026,-1.0133573365071484,-1.4489796108144144,-0.8875606166318142,-0.6587403179935453,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-1.3720718165786674,-0.0012481727201169464
624,-0.9432747440593724,-0.8644265303621346,-0.8457411587468991,-0.038464990638581796,-0.09736502153830026,-1.0133573365071484,1.4332204310642713,-0.8572786359316765,-0.6977577830346634,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-1.2275308852668758,-0.0012481727201169462
640,-0.9492504845695139,-0.8697842277003941,-0.9835905521129376,-0.2710573496952287,-0.09736502153830026,-0.5532858648355119,1.3216513971850965,-0.9329835876820034,-0.6977577830346634,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-1.0829899539550842,-0.0011807039244349493
656,-1.026935111201352,-0.9394342930977669,-0.9647929075630234,-0.10130244248049833,-0.09736502153830026,-0.5532858648355119,1.4518152700441338,-0.9178425973319518,-1.0367220105793782,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-0.9384490226432928,-0.0011807039244349493
672,-1.0627895542622006,-0.9715804771273238,-1.0399834857626806,-0.16554670294574172,-0.09736502153830026,-0.6886010035624638,-1.4489796108144144,-0.8724196262817453,-1.0269676443190985,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-0.7939080913315013,-0.0011582143258742836
688,-1.2719404721171497,-1.1590998839664048,-1.0274517227294047,0.25462013922110427,-0.09736502153830026,-1.446365780433395,1.5447894649434464,-0.8269966552315561,-0.9123538407608137,0.3758723011902779,-0.6318125497322209,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-0.6493671600197098,-0.0022939390531879016
704,-1.3257221367084222,-1.20731916001074,-0.8645388032968133,0.7282457090743574,-0.09736502153830026,-1.5816809191603467,1.7772249521917274,-0.6907277420809711,-0.9123538407608137,0.3758723011902779,-0.5205725595455536,-0.5364203312972504,-0.6351752151001705,1.3451764267034303,0.9333146981223228,-0.5048262287079183,0.09200494771168335
720,-0.9492504845695139,-0.8697842277003941,-0.7141576468974984,0.23164226504010513,-0.09736502153830026,-1.662870002396518,-1.4489796108144144,-0.6907277420809711,-0.9123538407608137,0.3758723011902779,-0.14153259298357607,-0.19331864565898046,-0.22704291429046686,1.3451764267034303,0.9333146981223228,-0.3602852973961268,0.1569773979534465
736,-0.554851610900181,-0.5161762033752695,-0.7768164620638797,-0.5688318416326695,-0.09736502153830026,-1.662870002396518,-1.4489796108144144,-0.6907277420809711,-0.6977577830346634,0.3758723011902779,0.48882735140753875,0.4928847256175594,0.5892216873289405,1.3451764267034303,0.9333146981223228,-0.21574436608433528,0.36712020690430675
752,-0.08276811059900997,-0.0929181136527721,-0.6953600023475838,-1.0757518822379826,-0.09736502153830026,-0.905105225525587,1.3960307531045464,-0.7815736841813496,-0.6977577830346634,0.3758723011902779,0.6206673397769222,0.6072519541636495,0.5892216873289405,1.3451764267034303,0.9333146981223228,-0.07120343477254376,0.49438884515911397
768,0.29370354153989847,0.24461681865757387,-0.7517529359973272,-1.5095178744303182,-0.09736502153830026,0.6104243282162751,0.029310088084653452,-1.0238295297823992,-0.6977577830346634,0.3758723011902779,0.9296673125176648,0.9503536398019192,0.9973539881386442,1.3451764267034303,0.9333146981223228,0.07333749653924775,0.28727088721466326
784,0.3833396491920195,0.3249822787314658,-0.9209317369465564,-1.738358743824761,-0.09736502153830026,0.28566799527159037,0.5220733210510095,-1.175239433283053,-0.6367929939079162,0.3758723011902779,0.8761073172426027,0.8359864112558294,0.9973539881386442,1.3451764267034303,0.9333146981223228,0.21787842785103925,0.1819296075565051
800,0.2757763200094744,0.22854372664279562,-0.7580188175139649,-1.5057663847681142,-0.09736502153830026,0.7186764391978367,0.28034041431279705,-1.3417903271337757,-0.6367929939079162,0.3758723011902779,0.23338737394185824,0.2641502685253795,0.18108938651923684,1.3451764267034303,0.9333146981223228,0.36241935916283075,0.24421455077026877
816,0.3654124276615955,0.30890918671668754,-0.6640305947643931,-1.4968565968203797,-0.09736502153830026,0.6374873559616654,0.5406681600308719,-1.4780592402843606,-0.6367929939079162,0.3758723011902779,0.740147329236676,0.7216191827097393,0.5892216873289405,1.3451764267034303,0.9333146981223228,0.5069602904746222,0.36568087259642423
832,0.31760650358046444,0.266047608010612,-0.745487054480689,-1.527337450325787,-0.09736502153830026,0.20447891203541924,0.2989352532926595,-1.5840461727348252,-0.6977577830346634,0.3758723011902779,0.5094273495902549,0.4928847256175594,0.5892216873289405,1.3451764267034303,0.9333146981223228,0.6515012217864138,0.191420218149106
848,0.1443100287863633,0.11067438520108731,-0.60763766111465,-1.224873596310591,-0.09736502153830026,-0.039088337673094393,0.22455589737320958,-1.5840461727348252,-0.6977577830346634,0.3758723011902779,-0.1827325893490084,-0.19331864565898046,-0.22704291429046686,1.3451764267034303,0.9333146981223228,0.7960421530982053,0.02716743506128415
864,-0.17837995876127213,-0.17864127106492317,-0.5136494383650781,-0.7235807901985839,-0.09736502153830026,-0.7156640313078542,-0.045069267834796506,-1.5689051823847564,-0.8611434178943461,0.3758723011902779,-0.5658925555475292,-0.5364203312972504,-0.6351752151001705,1.3451764267034303,0.9333146981223228,0.9405830844099968,-0.0011582143258742836
880,-0.2381373638626862,-0.2322182444475178,-0.46978826774861154,-0.5735212037104246,-0.09736502153830026,-0.905105225525587,-0.9190266998883335,-1.5386232016846186,-0.6977577830346634,0.3758723011902779,-0.351652574447281,-0.3076858742050705,-0.22704291429046686,1.3451764267034303,0.9333146981223228,1.0851240157217883,-0.0011469695265939506
896,-0.30984624998438326,-0.29651061250663147,-0.39459768954895386,-0.3442113981082061,-0.09736502153830026,-0.3367816428723886,0.3640171897221783,-1.4780592402843606,-0.6977577830346634,0.3758723011902779,-0.6441725486418506,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,1.2296649470335799,-0.0012369279208366134
912,-0.3815551361060803,-0.36080298056574517,-0.26928005921619136,-0.009859881964276465,-0.09736502153830026,0.09622680105385756,0.0386075075745847,-1.4023542885340337,-0.6977577830346634,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,1.3742058783453712,-0.0011019903294726193
928,-0.41143383865678734,-0.3875914672570425,-0.1251647843335146,0.3329324859196125,-0.09736502153830026,-0.4450337538539503,0.17806879992355337,-1.4780592402843606,-0.6977577830346634,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,1.5187468096571628,-0.0010907455301922863
944,-0.39350661712636287,-0.3715183752422639,0.05654577964899139,0.6588431503235835,-0.09736502153830026,-1.040420364252539,1.2100823633059214,-1.4932002306344294,-0.6977577830346634,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,0.9333146981223228,1.6632877409689544,-0.0011019903294726193
960,-0.3636279145756558,-0.3447298885509666,0.14426812088192506,0.7910831609162736,-0.09736502153830026,-0.09321439316387523,0.429099126151697,-1.5689051823847564,0.928782790866953,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,1.0460547019013395,-1.6611536792022503,-0.001135724727313618
976,-0.2978947689641003,-0.2857952178301124,0.22572458059822054,0.8267223127072116,-0.09736502153830026,-0.14734044865465606,0.391909448191972,-1.6294691437850144,1.2506768774561785,0.3758723011902779,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,1.0460547019013395,-1.5166127478904587,-0.0011357247273136178
992,-0.3277734715148073,-0.3125837045214097,0.29464927728124,1.0424329682839404,-0.09736502153830026,0.3397940507623712,0.503478482071147,-1.6143281534349456,1.2506768774561785,0.26478849120858167,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,1.0460547019013395,-1.3720718165786674,-0.0011469695265939508
1008,-0.2799675474336762,-0.26972212581533417,0.3009151587978782,0.9378601939500049,-0.09736502153830026,-0.20146650414543665,0.5220733210510095,-1.7203150858854102,1.2506768774561785,-0.4572562736724395,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,1.0460547019013395,-1.2275308852668758,-0.0012931519172382777
1024,-0.3636279145756558,-0.3447298885509666,0.3009151587978782,1.1521640409034068,-0.09736502153830026,-0.8509791700348062,1.2007849438159903,-1.7051740955353414,1.0580281438156571,-1.1793010385534617,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,1.0460547019013395,-1.0829899539550842,-0.001281907117957945
1040,-0.41143383865678734,-0.3875914672570425,0.23825634363149695,1.115118080489143,-0.09736502153830026,-0.9321682532709773,1.3123539776951652,-1.6294691437850144,1.1799577220691517,-1.4570105635077009,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,1.0460547019013395,-0.9384490226432928,-0.0012931519172382777
1056,-0.48314272477848397,-0.45188383531615584,0.1693316469484775,1.1282482943068564,-0.09736502153830026,-1.175735502979491,1.2565694607555777,-1.5083412209844982,-0.6977577830346634,-2.623390568315505,-0.6524125479149371,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,1.0460547019013395,-0.7939080913315013,-0.0011469695265939508
1072,-0.5488758703900395,-0.51081850603701,0.1693316469484775,1.3055061808459945,-0.09736502153830026,-1.256924586215662,1.2751642997354402,-1.4023542885340337,-0.6977577830346634,-2.6789324733063524,-0.6318125497322209,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,1.0460547019013395,-0.6493671600197098,-0.0028561790172045433
1088,-0.4711912437582014,-0.4411684406396371,0.1881292914983917,1.1380959546701421,-0.09736502153830026,-1.175735502979491,1.3216513971850965,-1.2963673560835864,-0.6977577830346634,-2.7344743782972007,-0.47525256354357803,-0.4220531027511604,-0.6351752151001705,1.3451764267034303,1.0460547019013395,-0.5048262287079183,0.06436523108062521
1104,-0.21423440182212108,-0.2107874550944804,0.08160930571554381,0.3437180186984491,-0.09736502153830026,0.23154193978080953,1.4425178505542027,-0.9632655683821411,-0.6977577830346634,0.3758723011902779,-0.10033259661814373,-0.07895141711289051,-0.22704291429046686,1.3451764267034303,1.0460547019013395,-0.3602852973961268,0.1622062296188013
1120,-0.08276811059900997,-0.0929181136527721,-0.9146658554299182,-1.3285084982289759,-0.09736502153830026,1.6117563547957194,1.7400352742320024,-0.7058687324310227,-0.6977577830346634,0.3758723011902779,0.5259073481364278,0.4928847256175594,0.5892216873289405,1.3451764267034303,1.0460547019013395,-0.21574436608433528,0.38733835601034533
1136,-0.08276811059900997,-0.0929181136527721,-1.4284681397942447,-1.8124506646532896,-0.09736502153830026,1.990638743231185,1.7028455962722775,-0.5695998192804377,-0.6977577830346634,0.3758723011902779,0.7772273259655651,0.7216191827097393,0.5892216873289405,1.3451764267034303,1.0460547019013395,-0.07120343477254376,0.4368154728438097
1152,-0.17837995876127213,-0.17864127106492317,-1.685369281976408,-1.9395323769604496,-0.09736502153830026,1.5305672715595484,1.7958197911715899,-0.478753877180042,-0.6977577830346634,0.3758723011902779,0.39818735940358757,0.3785174970714694,0.5892216873289405,1.3451764267034303,1.0460547019013395,0.07333749653924775,0.20158551669852695
1168,-0.19033143978155512,-0.18935666574144225,-1.7605598601760655,-1.9901774874002032,-0.09736502153830026,2.288332048430479,1.6377636598427587,-0.46361288682999036,-0.6977577830346634,0.3758723011902779,0.546507346319144,0.4928847256175594,0.5892216873289405,1.3451764267034303,1.0460547019013395,0.21787842785103925,0.3195547059484988
1184,-0.1963071802916962,-0.1947143630797014,-1.5663175331602834,-1.8358974750420645,-0.09736502153830026,1.097558827633302,1.6284662403528276,-0.40304892542971504,-0.6367929939079162,0.3758723011902779,0.7360273296001327,0.7216191827097393,0.5892216873289405,1.3451764267034303,1.0460547019013395,0.36241935916283075,0.14979197121331386
1200,-0.31582199049452475,-0.30186830984489105,-1.7166986895595986,-1.8724744992485534,-0.09736502153830026,2.2612690206850887,1.6935481767823461,-0.31220298332933655,-0.6367929939079162,0.3758723011902779,0.006787393931980363,0.03541581143319945,0.18108938651923684,1.3451764267034303,1.0460547019013395,0.5069602904746222,0.11240301360620715
1216,-0.3696036550857973,-0.3500875858892261,-1.685369281976408,-1.8054166215366572,-0.09736502153830026,1.422315160577987,1.64706107933269,-0.19107506052880316,-0.6367929939079162,0.32033039619943027,-0.24041258426061368,-0.19331864565898046,-0.22704291429046686,1.3451764267034303,1.0460547019013395,0.6515012217864138,0.05207466546722141
1232,-0.6086332754914535,-0.5643954794196046,-2.029992765391505,-1.9128030131172462,-0.09736502153830026,2.071827826467356,1.8423068886212461,1.2927419937776146,-1.1879146876137114,0.3758723011902779,1.555907257272236,1.5221897825323691,1.405486288948348,1.3451764267034303,1.158794705680356,0.36241935916283075,0.562599797593613
1248,-0.5369243893697565,-0.5001031113604909,-2.136512751174353,-2.040822597839957,-0.09736502153830026,1.016369744397131,1.7493326937219338,1.247319022727391,-1.0367220105793782,0.3758723011902779,1.4364272678124825,1.4078225539862792,1.405486288948348,1.3451764267034303,1.158794705680356,0.5069602904746222,0.4369953896322951
1264,-0.5907060539610295,-0.5483223874048263,-2.086385699041248,-1.9667306770114283,-0.09736502153830026,0.04210074556307673,-1.393195093874827,1.2170370420272876,-1.0367220105793782,0.3758723011902779,0.6247873394134654,0.6072519541636495,0.5892216873289405,1.3451764267034303,1.158794705680356,0.6515012217864138,0.1918700101203194
1280,-0.7520510477348472,-0.6929802155378316,-1.9673339502251235,-1.7561783197202299,-0.09736502153830026,-0.17440347640004636,-1.0584879922373023,1.2776010034275285,-0.6977577830346634,0.3758723011902779,-0.19921258789518134,-0.19331864565898046,-0.22704291429046686,1.3451764267034303,1.158794705680356,0.7960421530982053,0.030158551669852696
1296,-1.009007889670928,-0.9233612010829887,-1.848282201408999,-1.4091655259663616,-0.09736502153830026,-0.47209678159934054,-1.3095183184654458,1.3078829841276662,-0.9123538407608137,0.3758723011902779,-0.5741325548206156,-0.5364203312972504,-0.6351752151001705,1.3451764267034303,1.158794705680356,0.9405830844099968,-0.0012819071179579447
1312,-1.1823043644650286,-1.078734423892513,-1.8232186753424466,-1.1831382738185716,-0.09736502153830026,-1.0133573365071484,1.8980914055608336,1.3987289262280447,-1.0367220105793782,0.3758723011902779,-0.3269325766280216,-0.3076858742050705,-0.22704291429046686,1.3451764267034303,1.158794705680356,1.0851240157217883,-0.0011694591251546164
1328,-1.3436493582388465,-1.2233922520255183,-1.7605598601760655,-0.898025059491069,-0.09736502153830026,-0.9321682532709773,-1.207246704076202,1.4744338779783717,-1.0367220105793782,0.3758723011902779,-0.6441725486418506,-0.6507875598433404,-0.6351752151001705,1.3451764267034303,1.158794705680356,1.2296649470335799,-0.0011582143258742836
